"","Company","debt","assets","bps","ni_bef_tax","ni_aft_tax","shares_out","revenue","rnd","roa","Year","ESG.Score","ESG.Combined.Score","ESG.Controversies.Score","res_use_score","emis_score","env_inno_score","workf_score","hum_r_score","comm_score","prod_score","mgmt_score","shar_score","csrs_score","Quarter_year","Price","Date","Sector","nips","ltda","rdps","w_res","w_emis","w_inno","w_work","w_hum","w_comm","w_prod","w_mgmt","w_shar","w_csrs","weights_sum","primary_csr_score","weights_sum_sec","secondary_csr_score"
"253","ALXN.OQ",3385742000,12802445000,-7.2,143598000,92166000,224202000,701038000,176290000,0.71,2016,25.99921884,25.99921884,50,9.444444444,0,0,31.34920635,0,60.71428571,14.22413793,53.87430047,40.87387,0,2016.1,139.22,2016-03-31,"Healthcare",0.411084646880938,0.264460577647473,0.78629985459541,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,23.7964397500476,0.16,31.34920635
"254","ALXN.OQ",3405843000,13097881000,-6.64,74546000,66604000,225647000,700867000,191035000,0.51,2015,22.56249316,22.56249316,100,6.790123457,0,0,45.98214286,0,35.71428571,11,40.64054726,52.58084577,0,2015.4,190.75,2015-12-31,"Healthcare",0.295169002911627,0.260030076620791,0.846609970440555,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,18.7814519290119,0.16,45.98214286
"255","ALXN.OQ",3474604000,13153015000,-6.86,139359000,-183757000,225985000,666637000,160954000,-1.4,2015,22.56249316,22.56249316,100,6.790123457,0,0,45.98214286,0,35.71428571,11,40.64054726,52.58084577,0,2015.3,156.39,2015-09-30,"Healthcare",-0.813138040135407,0.264167873297491,0.712233112817222,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,18.7814519290119,0.16,45.98214286
"256","ALXN.OQ",3498310000,13167719000,-5.66,177292000,170215000,226017000,636210000,126087000,1.94,2015,22.56249316,22.56249316,100,6.790123457,0,0,45.98214286,0,35.71428571,11,40.64054726,52.58084577,0,2015.2,180.77,2015-06-30,"Healthcare",0.753107067167514,0.265673196701722,0.557865116340806,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,18.7814519290119,0.16,45.98214286
"257","ALXN.OQ",114912000,4414925000,13.4,106945000,91323000,199654000,600333000,216459000,2.12,2015,22.56249316,22.56249316,100,6.790123457,0,0,45.98214286,0,35.71428571,11,40.64054726,52.58084577,0,2015.1,173.3,2015-03-31,"Healthcare",0.457406312921354,0.0260280752221159,1.08417061516423,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,18.7814519290119,0.16,45.98214286
"258","ALXN.OQ",116599000,4201962000,12.36,205341000,153332000,199056000,599476000,124921000,3.79,2014,21.62976998,21.62976998,88.23529412,8.904109589,0,0,38.58695652,0,48.33333333,11.58536585,38.22614108,34.28423237,0,2014.4,185.03,2014-12-31,"Healthcare",0.770295796157865,0.0277487040577711,0.627567116791255,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,18.2380445259405,0.16,38.58695652
"259","ALXN.OQ",108530000,3890887000,11.46,236209000,177731000,198300000,555146000,97321000,4.77,2014,21.62976998,21.62976998,88.23529412,8.904109589,0,0,38.58695652,0,48.33333333,11.58536585,38.22614108,34.28423237,0,2014.3,165.82,2014-09-30,"Healthcare",0.896273323247605,0.0278933826657006,0.49077660110943,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,18.2380445259405,0.16,38.58695652
"260","ALXN.OQ",93015000,3553810000,10.25,218646000,166495000,197901000,512495000,89118000,4.8,2014,21.62976998,21.62976998,88.23529412,8.904109589,0,0,38.58695652,0,48.33333333,11.58536585,38.22614108,34.28423237,0,2014.2,156.25,2014-06-30,"Healthcare",0.841304490629153,0.0261733182134104,0.450316067124471,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,18.2380445259405,0.16,38.58695652
"261","ALXN.OQ",83917000,3379666000,9.3,211911000,159354000,198197000,566616000,188357000,4.76,2014,21.62976998,21.62976998,88.23529412,8.904109589,0,0,38.58695652,0,48.33333333,11.58536585,38.22614108,34.28423237,0,2014.1,152.13,2014-03-31,"Healthcare",0.804018224291992,0.0248299684051619,0.950352427130582,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,18.2380445259405,0.16,38.58695652
"262","ALXN.OQ",97230000,3317696000,7.71,137977000,-18992000,196956000,441909000,82964000,-0.6,2013,31.89590884,31.89590884,100,14.78873239,14.84375,0,53.44827586,0,33.33333333,10.75949367,68.78881988,63.81987578,0,2013.4,133.06,2013-12-31,"Healthcare",-0.0964276285058592,0.0293064825710373,0.421231137919129,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,29.0060819857143,0.16,53.44827586
"263","ALXN.OQ",89251000,3049795000,7.42,134288000,93785000,196033000,400405000,85511000,3.2,2013,31.89590884,31.89590884,100,14.78873239,14.84375,0,53.44827586,0,33.33333333,10.75949367,68.78881988,63.81987578,0,2013.3,116.16,2013-09-30,"Healthcare",0.478414348604572,0.0292645899150599,0.436207169201104,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,29.0060819857143,0.16,53.44827586
"264","ALXN.OQ",95854000,2815238000,6.73,137263000,95885000,195236000,370091000,66109000,3.49,2013,31.89590884,31.89590884,100,14.78873239,14.84375,0,53.44827586,0,33.33333333,10.75949367,68.78881988,63.81987578,0,2013.2,92.24,2013-06-30,"Healthcare",0.491123563277264,0.0340482758473706,0.338610707041734,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,29.0060819857143,0.16,53.44827586
"265","ALXN.OQ",1.01e+08,2685881000,6.11,116741000,82217000,195055000,338941000,72374000,3.1,2013,31.89590884,31.89590884,100,14.78873239,14.84375,0,53.44827586,0,33.33333333,10.75949367,68.78881988,63.81987578,0,2013.1,92.14,2013-03-31,"Healthcare",0.42150675450514,0.0376040487274008,0.37104406449463,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,29.0060819857143,0.16,53.44827586
"266","ALXN.OQ",1.01e+08,2613560000,5.5,107270000,80972000,194691000,320526000,61538000,3.16,2012,30.94278065,30.94278065,100,13.97058824,12.29508197,0,50.6097561,0,45.12195122,11.33333333,70.8161157,31.76652893,0,2012.4,93.81,2012-12-31,"Healthcare",0.41590006728611,0.0386446073554845,0.316080352969577,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,27.4928368828571,0.16,50.6097561
"267","ALXN.OQ",1.13e+08,2505608000,5,140765000,92179000,194139000,294136000,52169000,3.71,2012,30.94278065,30.94278065,100,13.97058824,12.29508197,0,50.6097561,0,45.12195122,11.33333333,70.8161157,31.76652893,0,2012.3,114.4,2012-09-30,"Healthcare",0.474809286130041,0.0450988342949097,0.268719834757571,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,27.4928368828571,0.16,50.6097561
"268","ALXN.OQ",1.8e+08,2457610000,4.25,81722000,36258000,192672000,274719000,58006000,1.62,2012,30.94278065,30.94278065,100,13.97058824,12.29508197,0,50.6097561,0,45.12195122,11.33333333,70.8161157,31.76652893,0,2012.2,99.3,2012-06-30,"Healthcare",0.188185102142501,0.0732418894779888,0.301060870287328,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,27.4928368828571,0.16,50.6097561
"269","ALXN.OQ",2.47e+08,2017464000,1.46,67809000,45413000,186796000,244733000,43864000,2.66,2012,30.94278065,30.94278065,100,13.97058824,12.29508197,0,50.6097561,0,45.12195122,11.33333333,70.8161157,31.76652893,0,2012.1,92.86,2012-03-31,"Healthcare",0.243115484271612,0.122430933092239,0.23482301548213,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,27.4928368828571,0.16,50.6097561
"270","ALXN.OQ",0,1394751000,5.19,74078000,48170000,185519000,227559000,34398000,3.57,2011,38.93574775,38.93574775,100,17.69230769,16.10169492,0,52.4691358,0,54.9382716,15.33333333,93.92857143,45.66326531,0,2011.4,71.5,2011-12-31,"Healthcare",0.259649954991133,0,0.185414970973323,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,36.1781064771429,0.16,52.4691358
"271","ALXN.OQ",286000,1305042000,4.78,65677000,65570000,184672000,204047000,35096000,5.28,2011,38.93574775,38.93574775,100,17.69230769,16.10169492,0,52.4691358,0,54.9382716,15.33333333,93.92857143,45.66326531,0,2011.3,64.06,2011-09-30,"Healthcare",0.355061947669381,0.00021915003501803,0.190045052850459,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,36.1781064771429,0.16,52.4691358
"272","ALXN.OQ",378000,1179575000,4.24,49087000,34745000,184025000,185699000,34220000,2.98,2011,38.93574775,38.93574775,100,17.69230769,16.10169492,0,52.4691358,0,54.9382716,15.33333333,93.92857143,45.66326531,0,2011.2,47.03,2011-06-30,"Healthcare",0.18880586876783,0.000320454400949495,0.185952995516913,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,36.1781064771429,0.16,52.4691358
"273","ALXN.OQ",462000,1154529000,3.93,40826000,26830000,184792000,166126000,29454000,2.48,2011,38.93574775,38.93574775,100,17.69230769,16.10169492,0,52.4691358,0,54.9382716,15.33333333,93.92857143,45.66326531,0,2011.1,49.34,2011-03-31,"Healthcare",0.145190267976969,0.000400163183428047,0.159390016883848,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,36.1781064771429,0.16,52.4691358
"274","ALXN.OQ",4462000,1012037000,4.48,44248000,26450000,182180000,155976000,27177000,2.71,2010,30.70535601,30.70535601,100,16.10169492,15.74074074,0,48.7012987,0,34.41558442,0,83.40060545,16.3975782,0,2010.4,40.275,2010-12-31,"Healthcare",0.145186079701394,0.00440892971304409,0.149176638489406,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,27.8657947536905,0.16,48.7012987
"275","ALXN.OQ",4024000,942257000,4.22,42607000,27873000,181810000,141569000,25153000,3.04,2010,30.70535601,30.70535601,100,16.10169492,15.74074074,0,48.7012987,0,34.41558442,0,83.40060545,16.3975782,0,2010.3,32.18,2010-09-30,"Healthcare",0.15330839887795,0.00427059708763108,0.138347725647654,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.84,27.8657947536905,0.16,48.7012987
"276","AMAT.OQ",3.125e+09,1.457e+10,3.09,7.4e+08,6.1e+08,1.078e+09,3.297e+09,3.93e+08,4.32,2016,66.01133209,66.01133209,100,66.49484536,59.44444444,77.33333333,70.61403509,47.84946237,92.54385965,76.14678899,58.22212656,70.44769694,52.23076923,2016.4,32.27,2016-10-30,"Technology Equipment",0.565862708719852,0.214481811942347,0.36456400742115,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,69.5535822159375,0.36,63.8036756677778
"277","AMAT.OQ",3.343e+09,1.3699e+10,2.68,5.64e+08,5.05e+08,1.081e+09,2.821e+09,3.86e+08,3.77,2016,66.01133209,66.01133209,100,66.49484536,59.44444444,77.33333333,70.61403509,47.84946237,92.54385965,76.14678899,58.22212656,70.44769694,52.23076923,2016.3,30.15,2016-07-31,"Technology Equipment",0.467160037002775,0.2440324111249,0.357076780758557,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,69.5535822159375,0.36,63.8036756677778
"278","AMAT.OQ",3.343e+09,1.3075e+10,2.38,3.95e+08,3.2e+08,1.089e+09,2.45e+09,3.86e+08,2.42,2016,66.01133209,66.01133209,100,66.49484536,59.44444444,77.33333333,70.61403509,47.84946237,92.54385965,76.14678899,58.22212656,70.44769694,52.23076923,2016.2,23.97,2016-05-01,"Technology Equipment",0.293847566574839,0.255678776290631,0.3544536271809,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,69.5535822159375,0.36,63.8036756677778
"279","AMAT.OQ",3.343e+09,1.3326e+10,2.79,3.14e+08,2.86e+08,1.131e+09,2.257e+09,3.74e+08,2,2016,66.01133209,66.01133209,100,66.49484536,59.44444444,77.33333333,70.61403509,47.84946237,92.54385965,76.14678899,58.22212656,70.44769694,52.23076923,2016.1,21.18,2016-01-31,"Technology Equipment",0.252873563218391,0.25086297463605,0.330680813439434,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,69.5535822159375,0.36,63.8036756677778
"280","AMAT.OQ",3.342e+09,1.5308e+10,3.06,3.97e+08,3.36e+08,1.16e+09,2.368e+09,3.63e+08,2.36,2015,60.6148866,60.6148866,100,70.34883721,59.61538462,78.76712329,66.5,5.921052632,94.5,73.93617021,60.35447761,83.42661692,51.33333333,2015.4,18.67,2015-10-25,"Technology Equipment",0.289655172413793,0.218317219754377,0.312931034482759,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,70.6437451695312,0.36,60.0105503171945
"281","AMAT.OQ",1.547e+09,1.3153e+10,3.22,3.75e+08,3.29e+08,1.201e+09,2.49e+09,3.71e+08,2.46,2015,60.6148866,60.6148866,100,70.34883721,59.61538462,78.76712329,66.5,5.921052632,94.5,73.93617021,60.35447761,83.42661692,51.33333333,2015.3,14.69,2015-07-26,"Technology Equipment",0.273938384679434,0.117615753060138,0.308909242298085,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,70.6437451695312,0.36,60.0105503171945
"282","AMAT.OQ",1.947e+09,1.3587e+10,3.4,3.89e+08,3.64e+08,1.232e+09,2.442e+09,3.65e+08,2.73,2015,60.6148866,60.6148866,100,70.34883721,59.61538462,78.76712329,66.5,5.921052632,94.5,73.93617021,60.35447761,83.42661692,51.33333333,2015.2,19.22,2015-04-26,"Technology Equipment",0.295454545454545,0.143298741444027,0.296266233766234,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,70.6437451695312,0.36,60.0105503171945
"283","AMAT.OQ",1.947e+09,1.3073e+10,3.14,4.37e+08,3.48e+08,1.229e+09,2.359e+09,3.51e+08,2.65,2015,60.6148866,60.6148866,100,70.34883721,59.61538462,78.76712329,66.5,5.921052632,94.5,73.93617021,60.35447761,83.42661692,51.33333333,2015.1,22.56,2015-01-25,"Technology Equipment",0.283157038242474,0.148932915168668,0.28559804719284,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,70.6437451695312,0.36,60.0105503171945
"284","AMAT.OQ",1.947e+09,1.3174e+10,2.96,3.98e+08,2.56e+08,1.221e+09,2.264e+09,3.6e+08,1.97,2014,61.2967552,61.2967552,100,71.34146341,51.33333333,78.08219178,64.67391304,7.575757576,87.36263736,71.59090909,69.65767635,82.31327801,70.12987013,2014.4,24.92,2014-10-26,"Technology Equipment",0.20966420966421,0.147791103689085,0.294840294840295,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,68.3089394592187,0.36,65.89089650575
"285","AMAT.OQ",1.947e+09,1.2851e+10,2.8,3.7e+08,3.01e+08,1.218e+09,2.265e+09,3.57e+08,2.37,2014,61.2967552,61.2967552,100,71.34146341,51.33333333,78.08219178,64.67391304,7.575757576,87.36263736,71.59090909,69.65767635,82.31327801,70.12987013,2014.3,21.61,2014-07-27,"Technology Equipment",0.247126436781609,0.151505719399269,0.293103448275862,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,68.3089394592187,0.36,65.89089650575
"286","AMAT.OQ",1.947e+09,1.2555e+10,2.6,3.65e+08,2.62e+08,1.217e+09,2.353e+09,3.55e+08,2.12,2014,61.2967552,61.2967552,100,71.34146341,51.33333333,78.08219178,64.67391304,7.575757576,87.36263736,71.59090909,69.65767635,82.31327801,70.12987013,2014.2,22.55,2014-04-27,"Technology Equipment",0.215283483976993,0.155077658303465,0.291700903861956,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,68.3089394592187,0.36,65.89089650575
"287","AMAT.OQ",1.946e+09,1.2199e+10,2.39,3.15e+08,2.53e+08,1.211e+09,2.19e+09,3.56e+08,2.09,2014,61.2967552,61.2967552,100,71.34146341,51.33333333,78.08219178,64.67391304,7.575757576,87.36263736,71.59090909,69.65767635,82.31327801,70.12987013,2014.1,20.42,2014-01-26,"Technology Equipment",0.208918249380677,0.159521272235429,0.293971924029727,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,68.3089394592187,0.36,65.89089650575
"288","AMAT.OQ",1.946e+09,1.2043e+10,2.24,1.94e+08,1.83e+08,1.204e+09,1.988e+09,3.38e+08,1.54,2013,60.28003607,60.28003607,100,75.625,71.91780822,78.47222222,59.89010989,8.064516129,87.07865169,71.76470588,50.98343685,86.5942029,69.79927007,2013.4,17.69,2013-10-27,"Technology Equipment",0.151993355481728,0.161587644274682,0.280730897009967,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,72.263082230625,0.36,55.9917097657083
"289","AMAT.OQ",1.946e+09,1.1751e+10,2.09,2.28e+08,1.68e+08,1.203e+09,1.975e+09,3.34e+08,1.43,2013,60.28003607,60.28003607,100,75.625,71.91780822,78.47222222,59.89010989,8.064516129,87.07865169,71.76470588,50.98343685,86.5942029,69.79927007,2013.3,17.54,2013-07-28,"Technology Equipment",0.139650872817955,0.165602927410433,0.27763923524522,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,72.263082230625,0.36,55.9917097657083
"290","AMAT.OQ",1.946e+09,1.1695e+10,2,-9e+07,-1.29e+08,1.202e+09,1.973e+09,3.44e+08,-1.1,2013,60.28003607,60.28003607,100,75.625,71.91780822,78.47222222,59.89010989,8.064516129,87.07865169,71.76470588,50.98343685,86.5942029,69.79927007,2013.2,14.91,2013-04-28,"Technology Equipment",-0.107321131447587,0.166395895681915,0.286189683860233,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,72.263082230625,0.36,55.9917097657083
"291","AMAT.OQ",1.946e+09,1.1714e+10,1.93,1.8e+07,3.4e+07,1.2e+09,1.573e+09,3.04e+08,0.29,2013,60.28003607,60.28003607,100,75.625,71.91780822,78.47222222,59.89010989,8.064516129,87.07865169,71.76470588,50.98343685,86.5942029,69.79927007,2013.1,13.48,2013-01-27,"Technology Equipment",0.0283333333333333,0.166126003073246,0.253333333333333,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,72.263082230625,0.36,55.9917097657083
"292","AMAT.OQ",1.946e+09,1.2102e+10,1.97,-5.32e+08,-5.15e+08,1.197e+09,1.646e+09,3.04e+08,-4.05,2012,65.60573707,65.60573707,100,81.875,84.45945946,78.26086957,70.10869565,10.18518519,90.4494382,72.61904762,60.79545455,89.41115702,69.87179487,2012.4,11.44,2012-10-28,"Technology Equipment",-0.430242272347535,0.160799867790448,0.253968253968254,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,78.6087287760937,0.36,62.1934875644445
"293","AMAT.OQ",1.946e+09,1.332e+10,2.42,3.02e+08,2.18e+08,1237495150,2.343e+09,3.09e+08,1.6,2012,65.60573707,65.60573707,100,81.875,84.45945946,78.26086957,70.10869565,10.18518519,90.4494382,72.61904762,60.79545455,89.41115702,69.87179487,2012.3,11.165,2012-07-29,"Technology Equipment",0.176162306575505,0.146096096096096,0.249697948311151,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,78.6087287760937,0.36,62.1934875644445
"294","AMAT.OQ",1.946e+09,1.3877e+10,2.57,3.87e+08,2.89e+08,1281712810,2.541e+09,3.21e+08,2.1,2012,65.60573707,65.60573707,100,81.875,84.45945946,78.26086957,70.10869565,10.18518519,90.4494382,72.61904762,60.79545455,89.41115702,69.87179487,2012.2,11.46,2012-04-29,"Technology Equipment",0.225479528444441,0.140232038625063,0.250446119829293,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,78.6087287760937,0.36,62.1934875644445
"295","AMAT.OQ",1.947e+09,1.3597e+10,2.52,1.59e+08,1.17e+08,1291121830,2.189e+09,3.04e+08,0.85,2012,65.60573707,65.60573707,100,81.875,84.45945946,78.26086957,70.10869565,10.18518519,90.4494382,72.61904762,60.79545455,89.41115702,69.87179487,2012.1,12.44,2012-01-29,"Technology Equipment",0.0906188690187354,0.14319335147459,0.235454155399107,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,78.6087287760937,0.36,62.1934875644445
"296","AMAT.OQ",1.947e+09,1.3861e+10,5.55,3.44e+08,4.56e+08,1.306e+09,2.182e+09,2.69e+08,3.26,2011,72.61125273,72.61125273,91.66666667,87.5,88.19444444,77.69230769,79.67032967,9.756097561,92.44186047,89.75903614,80.15306122,92.80612245,73.13575526,2011.4,10.71,2011-10-30,"Technology Equipment",0.349157733537519,0.140466055840127,0.205972434915773,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,84.814532855,0.36,73.2071217954028
"297","AMAT.OQ",1.947e+09,1.4103e+10,5.31,6.69e+08,4.76e+08,1317531480,2.787e+09,2.82e+08,3.65,2011,72.61125273,72.61125273,91.66666667,87.5,88.19444444,77.69230769,79.67032967,9.756097561,92.44186047,89.75903614,80.15306122,92.80612245,73.13575526,2011.3,10.35,2011-07-31,"Technology Equipment",0.361281690210544,0.138055732822804,0.214036631595322,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,84.814532855,0.36,73.2071217954028
"298","AMAT.OQ",2.04e+08,1.1957e+10,5.01,6.86e+08,4.89e+08,1318250160,2.862e+09,2.97e+08,4.21,2011,72.61125273,72.61125273,91.66666667,87.5,88.19444444,77.69230769,79.67032967,9.756097561,92.44186047,89.75903614,80.15306122,92.80612245,73.13575526,2011.2,13.01,2011-05-01,"Technology Equipment",0.370946285339347,0.0170611357363887,0.225298664101812,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,84.814532855,0.36,73.2071217954028
"299","AMAT.OQ",2.04e+08,1.1274e+10,4.72,6.8e+08,5.06e+08,1319407220,2.686e+09,2.7e+08,4.55,2011,72.61125273,72.61125273,91.66666667,87.5,88.19444444,77.69230769,79.67032967,9.756097561,92.44186047,89.75903614,80.15306122,92.80612245,73.13575526,2011.1,15.62,2011-01-30,"Technology Equipment",0.3835055563816,0.0180947312400213,0.204637352219431,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,84.814532855,0.36,73.2071217954028
"300","AMAT.OQ",204271000,10943345000,4.45,703349000,468015000,1327998000,2886435000,278192000,4.32,2010,74.63568111,74.63568111,100,86.18421053,89.28571429,83.58208955,67.20430108,10.29411765,93.95604396,95.83333333,91.67507568,78.96064581,89.2,2010.4,14.05,2010-10-31,"Technology Equipment",0.352421464490157,0.0186662304807168,0.209482243196149,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,81.8388209940625,0.36,81.69995330625
"301","AMD.OQ",1.435e+09,3.321e+09,-0.11,-4.4e+07,-4.9e+07,9.35e+08,1.106e+09,2.64e+08,-1.41,2016,71.29999019,71.29999019,83.33333333,93.29896907,79.44444444,33.33333333,88.15789474,63.97849462,85.52631579,89.44954128,67.82178218,60.93413689,57.76923077,2016.4,11.34,2016-12-31,"Technology Equipment",-0.0524064171122995,0.432098765432099,0.282352941176471,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,75.1484487923437,0.36,70.0191431109722
"302","AMD.OQ",1.632e+09,3.616e+09,-0.15,-3.97e+08,-4.01e+08,9.26e+08,1.307e+09,2.59e+08,-11.57,2016,71.29999019,71.29999019,83.33333333,93.29896907,79.44444444,33.33333333,88.15789474,63.97849462,85.52631579,89.44954128,67.82178218,60.93413689,57.76923077,2016.3,6.91,2016-09-24,"Technology Equipment",-0.43304535637149,0.451327433628319,0.279697624190065,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,75.1484487923437,0.36,70.0191431109722
"303","AMD.OQ",2.012e+09,3.316e+09,-1.17,1.01e+08,7.2e+07,7.95e+08,1.027e+09,2.43e+08,2.29,2016,71.29999019,71.29999019,83.33333333,93.29896907,79.44444444,33.33333333,88.15789474,63.97849462,85.52631579,89.44954128,67.82178218,60.93413689,57.76923077,2016.2,5.14,2016-06-25,"Technology Equipment",0.0905660377358491,0.606755126658625,0.305660377358491,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,75.1484487923437,0.36,70.0191431109722
"304","AMD.OQ",2.006e+09,2.981e+09,-1.29,-1.08e+08,-1.09e+08,7.93e+08,8.32e+08,2.42e+08,-3.59,2016,71.29999019,71.29999019,83.33333333,93.29896907,79.44444444,33.33333333,88.15789474,63.97849462,85.52631579,89.44954128,67.82178218,60.93413689,57.76923077,2016.1,2.85,2016-03-26,"Technology Equipment",-0.137452711223203,0.672928547467293,0.305170239596469,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,75.1484487923437,0.36,70.0191431109722
"305","AMD.OQ",2.007e+09,3.084e+09,-1.11,-9.2e+07,-1.02e+08,7.92e+08,9.58e+08,2.26e+08,-3.23,2015,80.57375142,54.57259,28.57142857,93.60465116,80.12820513,36.30136986,87.5,90.13157895,85.5,88.29787234,86.4738806,93.87437811,56.91666667,2015.4,2.87,2015-12-26,"Technology Equipment",-0.128787878787879,0.650778210116732,0.285353535353535,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,79.1517257176562,0.36,83.0200232413889
"306","AMD.OQ",2.03e+09,3.229e+09,-1.03,-1.97e+08,-1.97e+08,7.9e+08,1.061e+09,2.38e+08,-5.96,2015,80.57375142,54.57259,28.57142857,93.60465116,80.12820513,36.30136986,87.5,90.13157895,85.5,88.29787234,86.4738806,93.87437811,56.91666667,2015.3,1.72,2015-09-26,"Technology Equipment",-0.249367088607595,0.628677609166925,0.30126582278481,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,79.1517257176562,0.36,83.0200232413889
"307","AMD.OQ",2.034e+09,3.381e+09,-0.87,-1.8e+08,-1.81e+08,7.79e+08,9.42e+08,2.33e+08,-5.32,2015,80.57375142,54.57259,28.57142857,93.60465116,80.12820513,36.30136986,87.5,90.13157895,85.5,88.29787234,86.4738806,93.87437811,56.91666667,2015.2,2.4,2015-06-27,"Technology Equipment",-0.232349165596919,0.601597160603372,0.299101412066752,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,79.1517257176562,0.36,83.0200232413889
"308","AMD.OQ",2.033e+09,3.428e+09,-0.39,-1.77e+08,-1.8e+08,7.78e+08,1.03e+09,2.4e+08,-5,2015,80.57375142,54.57259,28.57142857,93.60465116,80.12820513,36.30136986,87.5,90.13157895,85.5,88.29787234,86.4738806,93.87437811,56.91666667,2015.1,2.68,2015-03-28,"Technology Equipment",-0.231362467866324,0.593057176196033,0.308483290488432,0.11,0.12,0.11,0.16,0.045,0.08,0.07,0.19,0.07,0.045,0.64,79.1517257176562,0.36,83.0200232413889
