Company,Date,ESG Score,ESG Combined Score,ESG Controversies Score,Resource Use Score,Emissions Score,Environmental Innovation Score,Workforce Score,Human Rights Score,Community Score,Product Responsibility Score,Management Score,Shareholders Score,CSR Strategy Score
A.N,10/31/2018,87.85535383,87.85535383,100,90,93.37349398,50,92.77456647,94.84536082,86.70520231,91.31736527,86.2802498,98.65339578,83.60148515
A.N,10/31/2017,86.63413562,86.63413562,100,92.85714286,89.16666667,50,93,91.21621622,89.33333333,92.80821918,85.8490566,82.91850662,83.87553041
A.N,10/31/2016,88.3765551,88.3765551,100,93.07692308,87.25490196,50,90.87591241,93.28358209,94.52554745,92.69230769,89.99139044,84.99784761,84.76923077
A.N,10/31/2015,78.47707115,78.47707115,100,78.44827586,90.625,50,88.58695652,81,89.67391304,90.22988506,64.0858209,76.77238806,84.91666667
A.N,10/31/2014,83.33390557,83.33390557,95.23809524,76.66666667,91.25,50,86.71875,82.89473684,89.84375,94.06779661,83.03941909,72.04356846,86.45640074
A.N,10/31/2013,76.80582065,76.80582065,100,84.04255319,91.66666667,50,92.96875,89.70588235,91.12903226,90.6779661,62.78467909,29.86542443,85.03649635
A.N,10/31/2012,77.15158176,77.15158176,100,90.42553191,96.42857143,50,94.53125,95,84.67741935,90.6779661,61.51859504,30.32024793,85.53113553
A.N,10/31/2011,77.89634322,77.89634322,89.28571429,90.2173913,96.34146341,50,91.40625,94.23076923,83.06451613,89.47368421,70.76530612,28.62244898,73.13575526
A.N,10/31/2010,75.02176947,75.02176947,100,75,96.25,50,91.79104478,85,79.85074627,92.37288136,57.36629667,56.05449041,76
A.N,10/31/2009,72.92268837,61.46134419,50,88.75,95.94594595,50,94.53125,79.41176471,63.28125,93.85964912,56.64589823,56.2305296,67.94582393
AAL.OQ,12/31/2018,61.50891036,36.18923779,10.86956522,73.57142857,50.67567568,0,92.44186047,56.14035088,91.27906977,32.46753247,70.27712724,91.93989071,77.72277228
AAL.OQ,12/31/2017,66.29231698,39.72510586,13.15789474,79.85074627,68.84057971,0,98.125,46.875,91.875,33.8028169,83.60096347,96.08590927,59.54738331
AAL.OQ,12/31/2016,64.27684631,64.0828676,63.88888889,67.5,68.03278689,0,97.91666667,52.56410256,90.97222222,36.29032258,83.87860525,75.52733534,59.76923077
AAL.OQ,12/31/2015,64.92530273,54.96265137,45,61.60714286,82.0754717,0,97.79411765,68.75,90.44117647,39.65517241,72.79228856,78.01616915,59.33333333
AAL.OQ,12/31/2014,51.31358085,51.31358085,84.09090909,46.875,83.69565217,50,83.03571429,12.5,72.32142857,30.39215686,19.65767635,65.71576763,70.12987013
AAL.OQ,12/31/2013,44.63411636,42.77160363,40.90909091,28.57142857,51.08695652,50,65.17857143,36,72.32142857,28.30188679,11.95652174,93.84057971,57.48175182
AAL.OQ,12/31/2012,43.17303823,30.28217129,17.39130435,52.04081633,84.375,0,69.44444444,41.66666667,50.92592593,30.18867925,9.555785124,75.87809917,69.87179487
AAL.OQ,12/31/2011,47.15199247,28.57599624,10,46.875,75.53191489,0,82.72727273,40.47619048,80.90909091,71.2962963,10.35714286,37.60204082,73.13575526
AAL.OQ,12/31/2010,64.15059953,45.82529977,27.5,58.5106383,86.73469388,0,83.03571429,38.88888889,88.18181818,77.77777778,80.57517659,59.68718466,76
AAL.OQ,12/31/2009,46.85635465,46.85635465,100,47.2972973,27.63157895,0,77.17391304,0,85.86956522,44.04761905,73.88369678,32.65835929,77.87810384
AAP.N,12/28/2019,43.96425691,43.96425691,100,15.57971014,48.84615385,8.955223881,49.73958333,69.6969697,66.14583333,64.8255814,16.33333333,77.94736842,40.03099174
AAP.N,12/29/2018,62.06345943,62.06345943,100,22.64957265,51.31578947,10.37735849,47.76536313,76.92307692,92.45810056,70.19230769,75.35128806,73.47775176,6.930693069
AAP.N,12/30/2017,53.77073205,53.77073205,100,24.76635514,45.04950495,9.574468085,56.40243902,79.29292929,69.51219512,30.51470588,61.76234444,79.74708952,39.74540311
AAP.N,12/31/2016,33.04421109,33.04421109,100,24.27184466,8.24742268,13.7254902,33.43949045,0,72.61146497,30.95238095,29.20792079,82.67326733,0
AAP.N,1/2/2016,29.75265611,29.75265611,100,23.11827957,7.303370787,13.95348837,17.8030303,0,91.22137405,26.73267327,14.58333333,86.59825871,0
AAP.N,1/3/2015,37.95832228,37.95832228,100,0,7.792207792,15.30612245,21.61016949,0,93.47826087,20.11494253,63.0186722,51.60788382,0
AAP.N,12/28/2013,45.21291255,45.21291255,100,0,5.405405405,18.75,21.12068966,0,92.47787611,18.90243902,82.34989648,86.18012422,0
AAP.N,12/29/2012,43.31612652,43.31612652,100,0,5.263157895,20,24.33628319,0,77.77777778,16.875,83.72933884,79.49380165,0
AAP.N,12/31/2011,45.3376512,45.3376512,100,0,25.37313433,21.59090909,24.76635514,0,76.66666667,15.2173913,84.23469388,86.8877551,0
AAP.N,1/1/2011,42.90862894,42.90862894,100,0,3.225806452,24.35897436,38.7254902,0,78.71287129,19.11764706,86.02421796,41.42280525,0
AAPL.OQ,9/29/2018,70.79169865,37.31892625,3.846153846,91.53846154,79.16666667,42.45283019,77.39726027,65.51724138,78.76712329,56.33802817,86.47540984,84.71896956,75.24752475
AAPL.OQ,9/30/2017,72.12628364,42.88132364,13.63636364,95.45454545,79.41176471,41.11111111,85.15625,61.2244898,89.0625,60.6557377,84.44399839,89.34162987,75.88401697
AAPL.OQ,9/24/2016,65.35173246,40.17586623,15,90.42553191,78.40909091,41.46341463,64.03508772,46.66666667,76.31578947,55.55555556,85.08394318,88.39862247,76.23076923
AAPL.OQ,9/26/2015,56.49059521,31.37029761,6.25,92.04545455,73.75,38.88888889,57.29166667,45,76.04166667,12.79069767,70.6778607,90.20522388,76.91666667
AAPL.OQ,9/27/2014,56.71773839,29.92136919,3.125,80.76923077,66.21621622,41.17647059,50,58.57142857,53.75,4.285714286,80.65352697,92.37551867,78.29313544
AAPL.OQ,9/28/2013,60.14269708,31.85706283,3.571428571,85.52631579,44.59459459,42.85714286,39.77272727,94.44444444,60.97560976,4.166666667,68.99585921,96.73913043,76.64233577
AAPL.OQ,9/29/2012,56.63912552,29.98622943,3.333333333,85.52631579,44.59459459,44.59459459,38.88888889,94.28571429,83.72093023,5.555555556,36.41528926,98.50206612,77.65567766
AAPL.OQ,9/24/2011,52.53575479,27.73846563,2.941176471,93.58974359,46.05263158,44.44444444,44.56521739,95.3125,93.02325581,5.128205128,6.581632653,85.86734694,81.35755258
AAPL.OQ,9/25/2010,59.98515844,31.46316745,2.941176471,96.15384615,59.21052632,42.64705882,47.77777778,94.82758621,73.86363636,9.210526316,52.32088799,91.27144299,59.9
AAPL.OQ,9/26/2009,60.89397755,35.13448878,9.375,83.33333333,44.64285714,45.45454545,25.86206897,89.13043478,67.85714286,5.357142857,84.57943925,92.78296989,63.20541761
ABBV.N,12/31/2018,75.92369073,46.2951787,16.66666667,85.11450382,75.79365079,8,96.21212121,87.70491803,91.16161616,90.05376344,52.4785324,60.51912568,73.88613861
ABBV.N,12/31/2017,80.31932441,80.31932441,88.37209302,82.71028037,66.50943396,14.28571429,93.03030303,88.1443299,90.60606061,89.52702703,80.38940185,59.3135287,74.96463932
ABBV.N,12/31/2016,75.80193193,75.80193193,93.18181818,83.88888889,63.79310345,21.05263158,94.04761905,86.02941176,87.6984127,89.22413793,63.12957383,49.61256995,77
ABBV.N,12/31/2015,67.51599523,67.51599523,100,77.16049383,54.48717949,23.52941176,87.05357143,83.33333333,77.23214286,66.5,53.6380597,43.00373134,78.41666667
ABBV.N,12/31/2014,62.2379753,62.2379753,88.23529412,71.91780822,47.72727273,21.05263158,66.84782609,82.69230769,72.77777778,62.19512195,50.36307054,42.16804979,79.96289425
ABBV.N,12/31/2013,44.90888602,44.90888602,100,54.22535211,39.84375,0,44.25287356,72.44897959,76.78571429,10.75949367,26.34575569,45.60041408,63.95985401
ABBV.N,12/31/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABBV.N,12/31/2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABBV.N,12/31/2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABBV.N,12/31/2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABC.N,9/30/2018,61.60093026,31.6625341,1.724137931,76.31578947,53.61445783,0,81.79190751,0,76.58959538,47.30538922,98.96565183,55.52302888,77.72277228
ABC.N,9/30/2017,52.62314381,52.62314381,62.5,50,20.83333333,0,75.66666667,0,75.66666667,51.02739726,89.46206343,43.05499799,26.44978784
ABC.N,9/30/2016,56.65239137,56.65239137,100,30,26.47058824,0,77.73722628,0,76.27737226,54.23076923,96.36246233,74.53723633,26.76923077
ABC.N,9/30/2015,48.97335523,48.97335523,61.11111111,0,15.625,0,60.32608696,0,65.76086957,46.55172414,94.93159204,73.9738806,0
ABC.N,9/30/2014,44.18031388,44.18031388,100,0,0,0,52.34375,0,64.0625,35.59322034,89.88589212,71.83609959,0
ABC.N,9/30/2013,41.9349735,41.9349735,95,0,0,0,30.46875,0,60.48387097,35.59322034,96.94616977,50.36231884,0
ABC.N,9/30/2012,44.94815323,44.94815323,100,0,0,0,46.09375,0,41.93548387,65.25423729,94.05991736,53.97727273,0
ABC.N,9/30/2011,47.08108072,47.08108072,100,0,0,0,71.09375,0,68.5483871,51.75438596,87.90816327,55.56122449,0
ABC.N,9/30/2010,46.06560888,46.06560888,100,0,0,0,55.97014925,0,65.67164179,51.69491525,89.75782038,59.08173562,0
ABC.N,9/30/2009,38.81951445,38.81951445,100,0,0,0,46.09375,0,74.21875,56.14035088,67.03011423,23.20872274,0
ABMD.OQ,3/31/2020,24.81539187,24.81539187,100,0,0,0,38.7804878,36.16071429,62.43902439,15.73604061,27.31269785,10.02462188,0
ABMD.OQ,3/31/2019,21.69416578,21.69416578,100,0,0,0,40.44117647,0,62.99019608,15.81632653,26.43859649,26.61403509,0
ABMD.OQ,3/31/2018,18.9694644,18.9694644,84.48275862,0,0,0,44.21965318,0,63.58381503,17.66467066,14.30523029,19.73067916,0
ABMD.OQ,3/31/2017,24.13782176,24.13782176,100,0,0,0,43.66666667,0,62,19.52054795,36.19028503,18.3259735,0
ABMD.OQ,3/31/2016,21.28422549,21.28422549,100,0,0,0,47.08029197,0,62.40875912,0,31.44640551,28.51915626,0
ABMD.OQ,3/31/2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABMD.OQ,3/31/2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABMD.OQ,3/31/2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABMD.OQ,3/31/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABMD.OQ,3/31/2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABT.N,12/31/2019,82.50985995,82.50985995,90,80.09259259,94.71153846,50,97.30392157,50,96.32352941,84.43877551,90.12280702,82.66666667,85.22727273
ABT.N,12/31/2018,76.89839802,62.58713004,48.27586207,84.73684211,92.1686747,50,96.82080925,54.12371134,97.39884393,75.74850299,68.52068696,86.00702576,83.60148515
ABT.N,12/31/2017,81.22386313,81.22386313,87.5,82.46753247,90.83333333,50,98.33333333,54.72972973,98.33333333,78.76712329,82.71778402,90.82697712,83.87553041
ABT.N,12/31/2016,82.76391894,66.38195947,50,86.92307692,91.17647059,0,95.98540146,75.37313433,96.71532847,79.61538462,90.8523461,92.48816186,84.76923077
ABT.N,12/31/2015,79.99737466,70.55424289,61.11111111,88.79310345,84.375,0,97.2826087,71,95.10869565,74.71264368,85.85199005,93.12810945,84.91666667
ABT.N,12/31/2014,73.47853808,58.16784047,42.85714286,85.55555556,71.25,0,92.96875,80.26315789,97.65625,67.79661017,63.12240664,89.78215768,86.45640074
ABT.N,12/31/2013,77.11763623,49.80881812,22.5,79.78723404,84.52380952,0,89.84375,83.82352941,86.29032258,90.6779661,66.09730849,95.39337474,85.03649635
ABT.N,12/31/2012,83.32403252,81.36789861,79.41176471,79.78723404,82.14285714,0,92.96875,81.66666667,91.12903226,90.6779661,89.6177686,96.64256198,85.53113553
ABT.N,12/31/2011,85.32687634,48.02058103,10.71428571,81.52173913,86.58536585,0,96.09375,86.53846154,95.96774194,89.47368421,91.2755102,94.64285714,88.24091778
ABT.N,12/31/2010,84.01642246,43.39710012,2.777777778,89.28571429,76.25,0,97.76119403,92.5,97.76119403,92.37288136,81.38244198,91.37235116,89.2
ACN.N,8/31/2019,71.59100338,71.59100338,100,95.33333333,99.76303318,53.48837209,99.88610478,84.9009901,98.06378132,35.44303797,61,53,93.58974359
ACN.N,8/31/2018,74.74536721,74.74536721,100,94.72222222,99.69879518,52.63157895,99.87309645,78.27380952,98.35025381,35.4519774,71.875,55.20833333,94.28571429
ACN.N,8/31/2017,76.63014691,76.63014691,100,93.44827586,97.42647059,54.72972973,99.56521739,72.58064516,98.4057971,81.9218241,73.75,21.25,87.09677419
ACN.N,8/31/2016,78.70716556,78.70716556,100,91.28787879,93.08943089,57.97101449,99.50166113,74.73684211,98.50498339,82.14285714,71.25,56.25,78.57142857
ACN.N,8/31/2015,86.06478637,86.06478637,100,97.82608696,96.84684685,58.46153846,98.51694915,79.41176471,97.66949153,80.97560976,91.46341463,67.07317073,73.91304348
ACN.N,8/31/2014,70.56622907,70.56622907,100,88.70967742,96.23655914,59.09090909,96.60493827,51.85185185,97.79874214,74.44444444,51.31578947,61.84210526,79.16666667
ACN.N,8/31/2013,72.64534043,72.64534043,100,92.77777778,75.56818182,64.40677966,93.53741497,53.125,98.26388889,72.88135593,56.94444444,68.05555556,81.25
ACN.N,8/31/2012,72.15737564,72.15737564,90.625,93.88888889,77.5862069,67.46031746,90.2173913,53.40909091,92.22222222,72.60869565,65.27777778,43.05555556,83.33333333
ACN.N,8/31/2011,76.63126693,76.63126693,89.39393939,88.27160494,77.43902439,70.3125,93.65671642,64.28571429,87.5,72.93577982,64.28571429,92.85714286,84
ACN.N,8/31/2010,79.13774885,79.13774885,100,90.74074074,82.69230769,71.77419355,96.66666667,72.22222222,95.14925373,25.92592593,90.27777778,62.5,90
ADBE.OQ,11/29/2019,66.8606826,66.8606826,90.12345679,96.66666667,95.02369668,53.48837209,92.59681093,72.27722772,98.97494305,35.44303797,51.49122807,57.77192982,77.22107438
ADBE.OQ,11/30/2018,78.0879089,78.0879089,100,92.5,97.89156627,52.63157895,94.79695431,78.27380952,99.36548223,35.4519774,87.13895394,56.96721311,75.24752475
ADBE.OQ,12/1/2017,78.06097084,78.06097084,82.14285714,88.62068966,95.95588235,54.72972973,94.63768116,72.58064516,99.56521739,35.50488599,89.22119631,54.01445203,75.88401697
ADBE.OQ,12/2/2016,78.14742094,77.46656761,76.78571429,88.25757576,95.52845528,57.97101449,89.86710963,74.73684211,99.83388704,35.71428571,97.52475248,42.6388291,52.23076923
ADBE.OQ,11/27/2015,74.93460055,74.93460055,86.36363636,94.34782609,98.64864865,58.46153846,88.77118644,64.70588235,93.8559322,33.65853659,83.48880597,53.82462687,76.91666667
ADBE.OQ,11/28/2014,69.48566377,69.48566377,100,94.08602151,98.38709677,59.09090909,81.79012346,65.74074074,99.68553459,26.2962963,71.93983402,36.15145228,78.29313544
ADBE.OQ,11/29/2013,73.47424513,60.60075893,47.72727273,95,99.43181818,64.40677966,88.0952381,58.33333333,99.65277778,24.15254237,85.55900621,33.48861284,76.64233577
ADBE.OQ,11/30/2012,67.9844724,67.9844724,100,91.66666667,87.93103448,67.46031746,70.65217391,63.63636364,95.18518519,24.7826087,80.01033058,35.48553719,41.94139194
ADBE.OQ,12/2/2011,70.68095979,70.68095979,89.39393939,89.50617284,89.63414634,70.3125,66.79104478,64.28571429,95.07575758,24.31192661,82.80612245,55.45918367,44.45506692
ADBE.OQ,12/3/2010,51.74674072,37.59212036,23.4375,63.58024691,83.97435897,20.96774194,75.92592593,0,97.3880597,25.92592593,52.21997982,29.31382442,46.6
ADI.OQ,11/2/2019,76.95606136,76.95606136,81.25,98.0620155,89.91935484,94.89795918,70,52,93.87096774,73.26388889,63.98245614,80.1754386,79.75206612
ADI.OQ,11/3/2018,77.05167028,77.05167028,100,97.89915966,89.35185185,95.45454545,53.30882353,57.45614035,76.83823529,77.48091603,80.07416081,80.73770492,56.7450495
ADI.OQ,10/28/2017,71.90030827,71.90030827,100,98.62385321,89.17525773,94.375,51.15384615,40.59405941,58.07692308,77.04918033,75.49177037,83.19951827,59.54738331
ADI.OQ,10/29/2016,70.59157285,70.59157285,100,95.36082474,88.33333333,88.66666667,46.05263158,41.93548387,57.89473684,76.14678899,75.61343091,85.85880327,59.76923077
ADI.OQ,10/31/2015,75.23888371,75.23888371,100,90.11627907,82.69230769,89.7260274,64.5,51.31578947,78.5,73.93617021,75.03109453,87.1579602,79.91666667
ADI.OQ,11/1/2014,76.90912984,76.90912984,100,90.85365854,80.66666667,91.09589041,65.76086957,58.33333333,82.41758242,71.59090909,75.98547718,88.12240664,81.53988868
ADI.OQ,11/2/2013,79.49251806,79.49251806,100,68.125,76.02739726,90.27777778,69.78021978,71.77419355,89.3258427,71.76470588,93.42650104,72.61904762,80.56569343
ADI.OQ,11/3/2012,71.05619908,71.05619908,100,66.875,75,89.85507246,59.23913043,78.7037037,78.08988764,72.61904762,58.83264463,46.84917355,81.41025641
ADI.OQ,10/29/2011,75.28791127,75.28791127,100,67.76315789,75.69444444,90,85.16483516,84.14634146,80.81395349,79.51807229,56.37755102,62.19387755,64.91395793
ADI.OQ,10/30/2010,74.15955964,74.15955964,89.47368421,76.97368421,73.57142857,94.02985075,84.40860215,85.29411765,79.67032967,86.30952381,43.34006054,76.3370333,25.6
ADM.N,12/31/2019,81.65777475,69.40031594,57.14285714,85.06493506,73.31838565,88.84615385,73.12030075,81.79347826,89.66165414,75.91093117,93.94736842,57.84210526,97.26239669
ADM.N,12/31/2018,75.9560381,75.9560381,100,83.91089109,63.43283582,88.88888889,61.13445378,82.72727273,69.95798319,76.81818182,85.42154567,59.54332553,94.98762376
ADM.N,12/31/2017,78.03658021,78.03658021,100,84.6875,66.7721519,91.07142857,59.45273632,82.4,72.3880597,78.91891892,93.63709354,55.78081092,94.48373409
ADM.N,12/31/2016,55.67889654,55.67889654,100,58.56164384,43.21428571,92.56756757,43.27956989,46.3963964,72.31182796,34.97109827,74.45114077,54.21868274,81.30769231
ADM.N,12/31/2015,51.61004304,51.61004304,100,55.59701493,38.75968992,92.06349206,39.45783133,46.77419355,61.74698795,35.06493506,67.63059701,64.64552239,47.83333333
ADM.N,12/31/2014,54.10041492,54.10041492,100,55.04201681,35.77586207,91.93548387,37.59124088,50.64935065,66.17647059,36.43410853,82.41701245,70.90248963,25.32467532
ADM.N,12/31/2013,57.4257842,47.83053916,38.23529412,50.88495575,38.83928571,92.62295082,42.1641791,64.28571429,67.9389313,45.2,78.62318841,81.10766046,28.01094891
ADM.N,12/31/2012,55.96301832,55.96301832,92.85714286,51.8018018,45.3271028,91.93548387,31.640625,69.40298507,88.49206349,42.5,60.48553719,77.84090909,28.2967033
ADM.N,6/30/2011,51.91505474,51.91505474,100,42.78350515,61.34020619,93.10344828,39.07563025,56.48148148,57.14285714,43.69369369,55.66326531,56.17346939,37.38049713
ADM.N,6/30/2010,60.02660891,60.02660891,89.28571429,52.7173913,51.07526882,94.33962264,44.09090909,67.70833333,76.36363636,47.05882353,76.94248234,65.53985873,34.2
ADP.OQ,6/30/2018,74.66248158,74.66248158,100,73.05555556,90.06024096,52.63157895,93.52791878,61.30952381,95.81218274,82.34463277,68.98907104,58.60655738,67.82178218
ADP.OQ,6/30/2017,66.30197789,66.30197789,100,35.51724138,75.36764706,54.72972973,90,25,91.44927536,35.50488599,77.94058611,63.00682457,51.41442716
ADP.OQ,6/30/2016,67.59474154,67.59474154,94.64285714,43.93939394,57.31707317,57.97101449,79.56810631,0,83.22259136,35.71428571,96.92208351,59.21222557,39.53846154
ADP.OQ,6/30/2015,56.34711006,56.34711006,100,42.17391304,59.00900901,0,76.90677966,0,82.62711864,33.65853659,75.27985075,54.19776119,39.66666667
ADP.OQ,6/30/2014,47.82942118,47.82942118,100,37.09677419,52.15053763,0,67.59259259,0,58.17610063,26.2962963,66.02697095,55.34232365,38.49721707
ADP.OQ,6/30/2013,41.64664154,41.64664154,100,34.44444444,56.25,14.40677966,73.1292517,0,62.15277778,24.15254237,40.42443064,54.60662526,40.69343066
ADP.OQ,6/30/2012,34.5104716,34.5104716,100,33.88888889,55.74712644,16.66666667,63.4057971,0,58.88888889,24.7826087,24.43181818,62.24173554,9.89010989
ADP.OQ,6/30/2011,37.25086108,37.25086108,100,6.790123457,45.73170732,19.53125,75,0,82.57575758,24.31192661,32.90816327,30.05102041,11.28107075
ADP.OQ,6/30/2010,38.3004464,38.3004464,100,8.024691358,48.07692308,20.96774194,79.62962963,0,44.02985075,25.92592593,48.68819374,44.95459132,11.7
ADP.OQ,6/30/2009,33.64962899,33.64962899,100,0,0,0,79.58333333,0,86.86440678,26.59574468,30.0623053,26.4278297,0
ADSK.OQ,1/31/2020,76.91657479,76.91657479,100,93.23144105,91.82242991,53.44827586,89.72911964,84.85576923,94.69525959,35.5361596,92.70137179,48.32922969,53.71690428
ADSK.OQ,1/31/2019,82.73623462,82.73623462,100,93.55555556,85.5450237,53.48837209,91.0022779,84.9009901,94.64692483,35.44303797,97.77192982,78.89473684,78.51239669
ADSK.OQ,1/31/2018,80.41107489,80.41107489,100,79.16666667,86.44578313,52.63157895,80.83756345,88.0952381,94.79695431,35.4519774,98.06791569,66.99843872,76.23762376
ADSK.OQ,1/31/2017,81.58320845,81.58320845,100,87.24137931,85.66176471,54.72972973,91.15942029,72.58064516,95.2173913,35.50488599,99.73906062,58.59092734,94.48373409
ADSK.OQ,1/31/2016,82.3505687,82.3505687,100,85.98484848,87.39837398,57.97101449,93.8538206,74.73684211,94.51827243,35.71428571,99.93542833,60.76194576,95.69230769
ADSK.OQ,1/31/2015,80.60768344,80.60768344,100,85.65217391,85.13513514,58.46153846,92.58474576,79.41176471,85.80508475,33.65853659,99.59577114,58.98631841,95
ADSK.OQ,1/31/2014,79.35607171,79.35607171,100,89.78494624,93.01075269,59.09090909,92.28395062,51.85185185,94.02515723,26.2962963,99.84439834,52.12655602,96.93877551
ADSK.OQ,1/31/2013,75.63419589,75.63419589,100,83.88888889,86.93181818,64.40677966,86.73469388,30.20833333,88.54166667,24.15254237,98.4989648,49.8447205,94.43430657
ADSK.OQ,1/31/2012,68.56892075,68.56892075,100,81.66666667,92.52873563,67.46031746,88.76811594,30.68181818,39.62962963,24.7826087,98.70867769,48.81198347,94.5970696
ADSK.OQ,1/31/2011,64.81928844,64.81928844,100,66.04938272,83.53658537,70.3125,81.71641791,0,54.16666667,24.31192661,96.47959184,52.5,55.92734226
AEE.N,12/31/2018,44.86049475,44.86049475,100,27.63157895,63.75,47.43589744,17.85714286,0,79.76190476,16.66666667,57.59172521,95.29664325,73.88613861
AEE.N,12/31/2017,47.39073377,47.39073377,100,40.78947368,58.75,47.2972973,29.76190476,0,84.52380952,16.66666667,61.2806102,94.5604175,51.41442716
AEE.N,12/31/2016,45.02806807,45.02806807,100,52.7027027,59.21052632,21.66666667,28.04878049,0,76.82926829,15.78947368,58.65260439,94.25312096,69.69230769
AEE.N,12/31/2015,46.92410016,46.92410016,100,52.85714286,71.62162162,20.37037037,39.74358974,0,83.33333333,13.88888889,48.4141791,98.84950249,69.58333333
AEE.N,12/31/2014,39.19214038,39.19214038,66.66666667,42.1875,72.05882353,6.25,44.28571429,0,90,0,23.08091286,98.59958506,53.432282
AEE.N,12/31/2013,47.30926062,47.30926062,100,41.66666667,73.4375,31.25,39.70588235,0,95.58823529,59.67741935,29.14078675,97.77432712,53.19343066
AEE.N,12/31/2012,49.41172795,43.45586397,37.5,39.65517241,69.35483871,58.69565217,42.1875,0,92.1875,53.33333333,25.46487603,88.1714876,77.65567766
AEE.N,12/31/2011,41.29449347,41.29449347,100,27.77777778,59.67741935,27.5,37.09677419,0,91.93548387,56.66666667,34.94897959,90.66326531,11.28107075
AEE.N,12/31/2010,45.70512936,45.70512936,100,29.62962963,56.4516129,60.52631579,35.9375,0,79.6875,66.66666667,31.13017154,85.01513623,59.9
AEE.N,12/31/2009,40.66113334,40.66113334,100,10,50,69.44444444,18.33333333,0,71.66666667,0,67.96469367,81.04880582,13.20541761
AEP.N,12/31/2018,61.19580952,61.19580952,100,78.35365854,62.4260355,18.09210526,93.61111111,3.418803419,88.05555556,52.5974026,49.04371585,96.93598751,90.96534653
AEP.N,12/31/2017,60.37481822,60.37481822,100,86.14864865,63.07189542,15.4676259,97.27272727,3.977272727,88.78787879,54.07407407,35.1465275,96.96908872,90.52333805
AEP.N,12/31/2016,61.18614301,61.18614301,89.47368421,79.49640288,57.98611111,4.471544715,94.0625,12.17948718,89.6875,57.2519084,63.47395609,74.79552303,88.76923077
AEP.N,12/31/2015,63.25175597,63.25175597,100,77.98507463,66.55172414,6.637168142,85.29411765,46.21212121,85.94771242,18,71.85945274,80.44154229,91
AEP.N,12/31/2014,58.18860458,58.18860458,100,75.61983471,64.4,8.064516129,87.890625,17.79661017,91.796875,12,53.26763485,78.68257261,91.09461967
AEP.N,12/31/2013,58.17835622,58.17835622,100,95.37815126,55.69105691,10.55555556,82.5203252,18.18181818,89.83739837,12.12121212,51.60455487,66.20082816,89.96350365
AEP.N,12/31/2012,64.55372238,64.55372238,100,92.60869565,63.44537815,28.82352941,83.61344538,17.27272727,67.64705882,47.97979798,70.60950413,67.30371901,90.38461538
AEP.N,12/31/2011,68.70052741,45.95740656,23.21428571,94.34782609,67.09401709,40.90909091,85.53719008,0,94.58333333,51.51515152,70.15306122,73.92857143,91.77820268
AEP.N,12/31/2010,70.46360781,70.46360781,86.95652174,92.60869565,72.31404959,50.64102564,69.2,0,92.4,54.90196078,79.7679112,82.08879919,92.1
AEP.N,12/31/2009,72.86644202,72.86644202,100,95.05494505,75.5,52.41935484,82.38095238,0,82.38095238,59.1954023,80.3219107,88.31775701,89.05191874
AES.N,12/31/2018,57.99380902,57.99380902,100,16.15853659,54.14201183,12.17105263,44.72222222,79.05982906,74.72222222,83.11688312,99.62919594,99.51209992,83.60148515
AES.N,12/31/2017,55.43512582,55.43512582,100,17.22972973,51.96078431,11.15107914,40.3030303,77.27272727,75.75757576,48.51851852,99.8996387,99.97992774,83.87553041
AES.N,12/31/2016,59.33553167,53.35197636,47.36842105,19.0647482,65.625,17.88617886,44.0625,85.25641026,75.625,50.76335878,99.97847611,99.80628498,69.69230769
AES.N,12/31/2015,55.68221759,55.68221759,100,9.328358209,70.68965517,23.00884956,59.80392157,0,70.26143791,46.8,99.90671642,99.90671642,89.25
AES.N,12/31/2014,52.81672326,52.81672326,100,10.33057851,67.6,24.19354839,46.484375,0,73.046875,38.5,99.42946058,97.87344398,70.12987013
AES.N,12/31/2013,44.36014105,44.36014105,86.36363636,9.663865546,54.87804878,18.33333333,45.93495935,0,59.75609756,38.88888889,72.61904762,98.29192547,69.79927007
AES.N,12/31/2012,47.66272831,47.66272831,100,16.95652174,52.5210084,20,39.07563025,0,58.40336134,30.80808081,94.98966942,99.84504132,69.87179487
AES.N,12/31/2011,31.90926018,31.90926018,100,0.434782609,42.30769231,0,15.2892562,0,40,12.62626263,83.82653061,98.52040816,11.28107075
