Date,A.N,AAL.OQ,AAP.N,AAPL.OQ,ABBV.N,ABC.N,ABMD.OQ,ABT.N,ACN.N,ADBE.OQ,ADI.OQ,ADM.N,ADP.OQ,ADSK.OQ,AEE.N,AEP.OQ,AES.N,AFL.N,AIG.N,AIZ.N,AJG.N,AKAM.OQ,ALB.N,ALGN.OQ,ALK.N,ALL.N,ALLE.N,ALXN.OQ,AMAT.OQ,AMCR.N,AMD.OQ,AME.N,AMGN.OQ,AMP.N,AMT.N,AMZN.OQ,ANET.N,ANSS.OQ,ANTM.N,AON.N,AOS.N,APA.OQ,APD.N,APH.N,APTV.N,ARE.N,ATO.N,ATVI.OQ,AVB.N,AVGO.OQ,AVY.N,AWK.N,AXP.N,AZO.N,BA.N,BAC.N,BAX.N,BBY.N,BDX.N,BEN.N,BFb.N,BIIB.OQ,BIO.N,BK.N,BKNG.OQ,BKR.N,BLK.N,BLL.N,BMY.N,BR.N,BRKb.N,BSX.N,BWA.N,BXP.N,C.N,CAG.N,CAH.N,CARR.N,CAT.N,CB.N,CBOE.Z,CBRE.N,CCI.N,CCL.N,CDNS.OQ,CDW.OQ,CE.N,CERN.OQ,CF.N,CFG.N,CHD.N,CHRW.OQ,CHTR.OQ,CI.N,CINF.OQ,CL.N,CLX.N,CMA.N,CMCSA.OQ,CME.OQ,CMG.N,CMI.N,CMS.N,CNC.N,CNP.N,COF.N,COG.N,COO.N,COP.N,COST.OQ,CPB.N,CPRT.OQ,CRM.N,CSCO.OQ,CSX.OQ,CTAS.OQ,CTLT.N,CTSH.OQ,CTVA.N,CTXS.OQ,CVS.N,CVX.N,D.N,DAL.N,DD.N,DE.N,DFS.N,DG.N,DGX.N,DHI.N,DHR.N,DIS.N,DISCA.OQ,DISCK.OQ,DISH.OQ,DLR.N,DLTR.OQ,DOV.N,DOW.N,DPZ.N,DRE.N,DRI.N,DTE.N,DUK.N,DVA.N,DVN.N,DXC.N,DXCM.OQ,EA.OQ,EBAY.OQ,ECL.N,ED.N,EFX.N,EIX.N,EL.N,EMN.N,EMR.N,ENPH.OQ,EOG.N,EQIX.OQ,EQR.N,ES.N,ESS.N,ETN.N,ETR.N,ETSY.OQ,EVRG.N,EW.N,EXC.OQ,EXPD.OQ,EXPE.OQ,EXR.N,F.N,FANG.OQ,FAST.OQ,FB.OQ,FBHS.N,FCX.N,FDX.N,FE.N,FFIV.OQ,FIS.N,FISV.OQ,FITB.OQ,FLIR.OQ,FLS.N,FLT.N,FMC.N,FOX.OQ,FOXA.OQ,FRC.N,FRT.N,FTI.N,FTNT.OQ,FTV.N,GD.N,GE.N,GILD.OQ,GIS.N,GL.N,GLW.N,GM.N,GOOG.OQ,GOOGL.OQ,GPC.N,GPN.N,GPS.N,GRMN.OQ,GS.N,GWW.N,HAL.N,HAS.OQ,HBAN.OQ,HBI.N,HCA.N,HD.N,HES.N,HFC.N,HIG.N,HII.N,HLT.N,HOLX.OQ,HON.N,HPE.N,HPQ.N,HRL.N,HSIC.OQ,HST.OQ,HSY.N,HUM.N,HWM.N,IBM.N,ICE.N,IDXX.OQ,IEX.N,IFF.N,ILMN.OQ,INCY.OQ,INFO.N,INTC.OQ,INTU.OQ,IP.N,IPG.N,IPGP.OQ,IQV.N,IR.N,IRM.N,ISRG.OQ,IT.N,ITW.N,IVZ.N,J.N,JBHT.OQ,JCI.N,JKHY.OQ,JNJ.N,JNPR.N,JPM.N,K.N,KEY.N,KEYS.N,KHC.OQ,KIM.N,KLAC.OQ,KMB.N,KMI.N,KMX.N,KO.N,KR.N,KSU.N,L.N,LB.N,LDOS.N,LEG.N,LEN.N,LH.N,LHX.N,LIN.N,LKQ.OQ,LLY.N,LMT.N,LNC.N,LNT.OQ,LOW.N,LRCX.OQ,LUMN.N,LUV.N,LVS.N,LW.N,LYB.N,LYV.N,MA.N,MAA.N,MAR.OQ,MAS.N,MCD.N,MCHP.OQ,MCK.N,MCO.N,MDLZ.OQ,MDT.N,MET.N,MGM.N,MHK.N,MKC.N,MKTX.OQ,MLM.N,MMC.N,MMM.N,MNST.OQ,MO.N,MOS.N,MPC.N,MRK.N,MRO.N,MS.N,MSCI.N,MSFT.OQ,MSI.N,MTB.N,MTD.N,MU.OQ,MXIM.OQ,NCLH.N,NDAQ.OQ,NEE.N,NEM.N,NFLX.OQ,NI.N,NKE.N,NLOK.OQ,NLSN.N,NOC.N,NOV.N,NOW.N,NRG.N,NSC.N,NTAP.OQ,NTRS.OQ,NUE.N,NVDA.OQ,NVR.N,NWL.OQ,NWS.OQ,NWSA.OQ,O.N,ODFL.OQ,OKE.N,OMC.N,ORCL.N,ORLY.OQ,OTIS.N,OXY.N,PAYC.N,PAYX.OQ,PBCT.OQ,PCAR.OQ,PEAK.N,PEG.N,PEP.OQ,PFE.N,PFG.OQ,PG.N,PGR.N,PH.N,PHM.N,PKG.N,PKI.N,PLD.N,PM.N,PNC.N,PNR.N,PNW.N,POOL.OQ,PPG.N,PPL.N,PRGO.N,PRU.N,PSA.N,PSX.N,PVH.N,PWR.N,PXD.N,PYPL.OQ,QCOM.OQ,QRVO.OQ,RCL.N,RE.N,REG.OQ,REGN.OQ,RF.N,RHI.N,RJF.N,RL.N,RMD.N,ROK.N,ROL.N,ROP.N,ROST.OQ,RSG.N,RTX.N,SBAC.OQ,SBUX.OQ,SCHW.N,SEE.N,SHW.N,SIVB.OQ,SJM.N,SLB.N,SLG.N,SNA.N,SNPS.OQ,SO.N,SPG.N,SPGI.N,SRE.N,STE.N,STT.N,STX.OQ,STZ.N,SWK.N,SWKS.OQ,SYF.N,SYK.N,SYY.N,T.N,TAP.N,TDG.N,TDY.N,TEL.N,TER.OQ,TFC.N,TFX.N,TGT.N,TJX.N,TMO.N,TMUS.OQ,TPR.N,TRMB.OQ,TROW.OQ,TRV.N,TSCO.OQ,TSLA.OQ,TSN.N,TT.N,TTWO.OQ,TWTR.N,TXN.OQ,TXT.N,TYL.N,UA.N,UAA.N,UAL.OQ,UDR.N,UHS.N,ULTA.OQ,UNH.N,UNM.N,UNP.N,UPS.N,URI.N,USB.N,V.N,VAR.N,VFC.N,VIAC.OQ,VLO.N,VMC.N,VNO.N,VNT.N,VRSK.OQ,VRSN.OQ,VRTX.OQ,VTR.N,VTRS.OQ,VZ.N,WAB.N,WAT.N,WBA.OQ,WDC.OQ,WEC.N,WELL.N,WFC.N,WHR.N,WLTW.OQ,WM.N,WMB.N,WMT.N,WRB.N,WRK.N,WST.N,WU.N,WY.N,WYNN.OQ,XEL.OQ,XLNX.OQ,XOM.N,XRAY.OQ,XRX.N,XYL.N,YUM.N,ZBH.N,ZBRA.OQ,ZION.OQ,ZTS.N
3/31/2021,118.8,16.56,147.93,142.06,102.79,106.84,328.6,114.29,246.1,460,147.48,49.58,165.67,273.47,75.09,80.44,22.96,45.15,37.6,130.79,113.11,120.44,168.85,509.64,48.85,110.51,112.15,155.69,98.58,11.06,88.84,111.06,251.06,201.46,229.06,3232.58,305.69,348.85,290.17,206.8,53.19,14.6,269.98,125.57,127.96,166.24,90.83,88.67,163.87,444.7,148.67,156.72,114.09,1137.21,194.03,29.83,78.02,113.57,250.89,27.17,73.35,265.15,547.01,39.82,1886.09,20.41,697.79,85.33,62.02,143.63,227.36,35.82,44.9,89.72,59.4,35.77,55.29,36.23,180.63,145.1,91.56,62.66,159.88,18.98,128.43,133.02,119.37,83.3,40.88,35.21,87.78,91.52,615.78,212.56,84.25,78.03,222.18,56.8,48.42,178.79,1466.36,239.1,57.3,58.42,20.86,102.69,19.05,360.71,40.65,356.39,52.71,108.25,224.78,45.7,83.89,318.2,109.55,76.15,38.69,144.47,72.42,88.2,73.08,38.52,77.9,280.73,82.18,199.63,125.12,74.66,222.2,163.03,43.87,33.47,30.16,149.17,101.56,118.94,54.39,376.91,40.11,112.1,120.71,91.71,117.85,17.21,28.47,349.64,146.23,58.35,207.37,71.54,178.71,57,235.85,100.3,79.52,179.02,55.01,731.7,60.8,88.53,239.19,114.86,93.61,193.37,52.72,84.84,41.02,93.91,123.21,115.12,10.79,56.59,47.82,272.14,84.37,25.79,242.83,30.86,201.22,122.53,103.22,28.44,54.38,36.62,245.29,107.54,32.47,34.38,147.05,88.3,11.31,145.82,66.14,152.73,11.38,65.48,60.4,90.2,35.23,49.34,1830.79,1818.94,98.8,177.58,19.54,117.31,273.33,370.46,17.28,93.29,13.28,16.04,157.02,274.05,55.97,30.87,48.01,163.2,98.67,72.51,199.38,13.07,24.85,50.5,68.17,13.595,146.19,377.93,23.6,122.47,109.35,465.18,188.33,110.94,432.08,93,85.16,53.59,363.11,50.42,24.68,230.08,173,40.81,37.01,758.73,151.58,195.34,20.78,104.5,135.73,48.4,149.65,167.88,27.59,127.86,62.36,16.72,151.12,34.74,17.27,284.44,138.65,14.82,121.45,48.53,38.75,201.51,45.35,37.54,111.37,42.17,85.04,214.81,179.14,242.91,35.69,207.57,332.51,46.84,48.98,167.71,515.04,15.36,44.15,49.04,73.38,86.06,68.52,315.49,131.73,117.47,54.36,207,133.04,178.19,263.04,56.42,111.5,48.41,28.36,144.34,94.07,534.43,284.99,107.6,186.65,85.93,41.82,26.69,43.94,77.07,7.54,68.42,393.34,232.9,171.54,132.83,1153.5,75.09,87.83,23.53,141.2,80.19,58.89,523.28,21.26,131.02,20.81,23.19,292.24,12.22,516.5,39.8,235.64,68.89,90.27,51.33,516.71,4535,24.62,19.02,19.58,60.36,194.33,40.55,66.57,62.55,428.37,62.24,20.58,376.46,87.28,14.12,96.4,29.17,56.36,138.04,36.24,51.21,128.38,87.04,249.92,47.25,135.87,141.73,103.28,79.8,144.44,57.1,76.31,354.66,139.95,27.8,44.11,79.24,228.05,71.2,85.11,71.67,117.63,229.94,153.67,165.64,66.18,218.93,47.13,515.56,17.15,65.48,95.41,100.81,214.06,241.05,34.95,420,107.89,90.4,65.5,271.7,97.87,53.29,42.94,717.54,448.1,128.18,21.81,66.5,187.6,254.53,58.54,96.64,306.3,119.95,192.3,70.14,71.72,213.32,173.35,155.85,34.38,230.75,72.02,29.14,54.99,518.59,387.62,119.93,130.11,48.39,372.25,178.28,63.93,482.48,123.27,30.61,66.65,156.5,139.5,153.72,864.16,64.78,138.83,195.38,48.19,162.93,45.89,431.42,14.77,17.35,40.91,38.16,125.69,287.44,332.99,24.71,194.33,157.65,236.27,42.81,194.97,175.15,79.15,56,58.73,146.03,39.63,32.36,184.27,194.58,225.25,46.1,16.86,55.13,74.57,265.96,51.18,53.19,90.84,59.79,30.17,212.4,205.97,110.96,21.21,143.84,61.64,41.81,293.23,23.15,32.2,100.8,63.82,133.86,45.35,55.37,20.87,97.95,102.02,152.6,391.36,43.81,153.15
12/31/2020,118.49,15.77,157.51,132.69,107.15,97.76,324.2,109.49,261.21,500.12,147.73,50.41,176.2,305.34,78.06,83.27,23.5,44.47,37.86,136.22,123.71,104.99,147.52,534.38,52,109.93,116.38,156.24,86.3,11.77,91.71,120.94,229.92,194.33,224.46,3256.93,290.57,363.8,321.09,211.27,54.82,14.19,273.22,130.77,130.29,178.22,95.43,92.85,160.43,437.85,155.11,153.47,120.91,1185.44,214.06,30.31,80.24,99.79,250.22,24.99,79.43,244.86,582.94,42.44,2227.27,20.85,721.54,93.18,62.03,153.2,231.87,35.95,38.64,94.53,61.66,36.26,53.56,37.72,182.02,153.92,93.12,62.72,159.19,21.66,136.43,131.79,129.94,78.48,38.71,35.76,87.23,93.87,661.55,208.18,87.37,85.51,201.92,55.86,52.4,182.05,1386.71,227.1,61.01,60.03,21.64,98.85,16.28,363.32,39.99,376.78,48.35,127.25,222.53,44.75,90.75,353.46,104.07,81.95,38.72,130.1,68.3,84.45,75.2,40.21,71.11,269.05,90.53,210.3,119.17,68.92,222.14,181.18,30.09,26.19,32.34,139.51,108.04,126.25,55.5,383.46,39.97,119.12,121.41,91.56,117.4,15.81,25.75,369.72,143.6,50.25,216.36,72.27,192.84,62.82,266.19,100.28,80.37,175.47,49.87,714.18,59.28,86.51,237.42,120.14,99.84,177.91,55.51,91.23,42.22,95.11,132.4,115.86,8.79,48.4,48.83,273.16,85.72,26.02,259.62,30.61,175.94,141.46,113.86,27.57,43.83,36.85,272.83,114.93,28.88,29.12,146.93,85.12,9.4,148.53,70.82,148.82,10.8,58.26,58.8,94.96,36,41.64,1751.88,1752.64,100.43,215.42,20.19,119.66,263.71,408.34,18.9,93.54,12.63,14.58,164.46,265.62,52.79,25.85,48.98,170.48,111.26,72.83,212.7,11.85,24.59,46.61,66.86,14.63,152.33,410.27,28.54,125.88,115.29,499.87,199.2,108.84,370,86.98,89.83,49.82,379.85,49.72,23.52,223.79,179.17,45.56,29.48,818.1,160.19,203.88,17.43,108.96,136.65,46.59,161.99,157.38,22.51,127.07,62.23,16.41,132.09,34.66,15.01,258.91,134.83,13.67,94.46,54.84,31.76,204.13,45.02,37.19,105.12,44.3,76.23,203.55,189.02,263.51,35.24,168.84,354.98,50.31,51.53,160.51,472.27,9.75,46.61,59.6,78.74,91.66,73.48,356.94,126.69,131.92,54.93,214.58,138.11,173.92,290.24,58.47,117.14,46.95,31.51,140.95,95.6,570.56,283.97,117,174.79,92.48,41,23.01,41.36,81.8,6.67,68.53,446.53,222.42,170.06,127.3,1139.68,75.18,88.65,25.43,132.74,77.15,59.89,540.73,22.94,141.47,20.78,20.87,304.72,13.73,550.43,37.55,237.61,66.24,93.14,53.19,522.2,4079.86,21.23,17.77,17.97,62.17,195.18,38.38,62.37,64.69,452.57,67.55,17.31,452.25,93.18,12.93,86.28,30.23,58.3,148.3,36.81,49.61,139.14,98.88,272.41,43.12,137.91,143.5,99.66,82.79,149,53.09,79.95,372.5,144.22,28.2,44.72,78.07,230.93,69.94,93.89,72.02,113.89,234.2,152.34,166.27,74.69,234.09,45.59,483.11,16.12,62.48,95.67,103.74,212.56,250.81,39.07,431.09,122.81,96.3,71.51,282.13,106.98,53.04,45.79,734.91,387.83,115.6,21.83,61.3185444,171.14,259.24,61.43,85.28,328.73,127.41,189.54,72.78,62.16,219.05,178.56,152.88,34.71,245.04,74.26,28.76,45.19,618.85,391.98,121.07,119.89,47.93,411.57,176.53,68.29,465.78,134.85,31.08,66.77,151.39,140.37,140.58,705.67,64.44,145.16,207.79,54.15,164.13,48.33,436.52,14.88,17.17,43.25,38.43,137.5,287.16,350.68,22.94,208.22,168.4,231.91,46.59,218.73,175.01,85.41,37.26,56.57,148.31,37.34,33.4,207.59,216.4,236.34,49.04,18.74,58.75,73.2,247.42,39.88,55.39,92.03,64.62,30.18,180.49,210.68,117.93,20.05,144.15,66.42,43.53,283.31,21.94,33.53,112.83,66.67,141.77,41.22,52.36,23.19,101.79,108.56,154.09,384.33,43.44,165.5
9/30/2020,100.94,12.29,153.5,115.81,87.59,96.92,277.06,108.83,225.99,490.43,116.74,46.49,139.49,231.01,79.08,81.73,18.11,36.35,27.53,121.31,105.58,110.54,89.28,327.36,36.63,94.14,98.91,114.43,59.45,11.05,81.99,99.4,254.16,154.11,241.73,3148.73,206.93,327.23,268.59,206.3,52.8,9.47,297.86,108.27,91.68,160,95.59,80.95,149.34,364.32,127.84,144.88,100.25,1177.64,165.26,24.09,80.42,111.29,232.68,20.35,75.32,283.68,515.46,34.34,1710.68,13.29,563.55,83.12,60.29,132,212.94,38.21,38.74,80.3,43.11,35.71,46.95,30.54,149.15,116.12,87.74,46.97,166.5,15.18,106.63,119.53,107.45,72.29,30.71,25.28,93.71,102.19,624.34,169.41,77.97,77.15,210.17,38.25,46.26,164.9905815,1243.71,211.16,61.41,58.33,19.35,71.86,17.36,337.12,32.84,345.938625,48.37,105.16,251.32,39.39,77.67,332.83,85.66,69.42,28.81,137.71,58.4,72,78.93,30.58,55.48,221.63,57.78,209.62,114.49,75.63,215.33,124.08,21.77,19.6,29.03,146.76,91.34,108.34,47.05,425.28,36.9,100.74,115.04,88.56,85.65,9.46,17.85,412.23,130.41,52.1,199.84,77.8,156.9,50.84,218.25,78.12,65.57,82.59,35.94,760.13,51.33,83.55,200.79,102.03,98.53,121.63,50.82,79.82,35.76,90.52,91.69,106.99,6.66,30.12,44.72526699,261.9,86.52,15.64,251.52,28.71,122.77,147.21,103.05,21.32,35.85,27.29,238.1,105.91,27.97,27.83,109.06,73.44,6.31,117.81,63.72421086,138.43,6.23,63.19,61.68,79.9,32.41,29.59,1469.6,1465.6,95.17,177.58,17.03,94.86,200.97,356.77,12.05,82.72,9.17,15.75,124.68,277.71,40.93,19.71,36.86,140.75,85.32,66.47,164.61,9.37,18.99,48.89,58.78,10.79,143.34,413.89,16.72,121.67,100.05,393.11,182.41,122.45,309.08,89.74,78.51,51.78,326.21,40.54,16.67,169.97,157.63,35.6,26.79,709.54,124.95,193.21,11.41,92.77,126.38,40.85,162.59,148.88,21.5,96.27,64.59,11.93,98.78,29.95,11.26,193.74,147.66,12.33,91.91,49.37,33.91,180.83,34.75,31.81,89.15,41.17,81.68,188.27,169.84,238.13,27.73,148.02,383.28,31.33,51.65,165.86,331.75,10.09,37.5,46.66,66.27,70.49,53.88,338.17,115.95,92.58,55.13,219.49,102.76,148.93,289.85,57.45,103.92,37.17,21.75,97.59,97.05,481.59,235.36,114.7,160.18,80.2,38.64,18.27,29.34,82.95,4.09,48.35,356.78,210.33,156.81,92.09,965.75,46.96,67.61,17.11,122.71,69.39,63.45,500.03,22,125.54,20.84,14.18,315.49,9.06,485,30.74,213.99,43.84,77.97,44.86,541.22,4083.12,17.16,13.98,14.02,60.75,180.92,25.98,49.5,59.7,461.08,62.42,10.01,311.3,79.77,10.31,84.59298432,27.15,54.91,138.6,34.7897283,40.27,138.99,94.67,202.34,46.29,109.05,125.51,100.62,74.99,109.91,45.77,74.55,334.54,122.08,27.21,45.91,63.52,222.72,51.84,59.64,52.86,85.99,197.03,117.68,129.01,64.73,197.54,38.02,559.78,11.53,52.94,72.76,67.97,171.43,220.68,36.05233601,395.11,93.32,93.35,57.54,318.48,85.92,36.23,38.81,696.74,240.62,115.52,15.56,46.39675686,147.13,213.98,54.22,64.68,360.6,118.36,176.19,59.33,49.27,189.51,162.2,145.5,26.17,208.37,62.22,28.51,33.56,475.12,310.21,97.74,79.46,38.05,340.42,157.42,55.65,441.52,114.36,15.63,48.7,128.22,108.19,143.34,429.01,59.48,121.25,165.22,44.5,142.79,36.09,348.56,9.84,11.23,34.75,32.61,107.02,223.98,311.77,16.83,196.87,166.63,174.5,35.85,199.97,172,70.25,28.01,43.32,135.54,33.71,31,185.31,204.85,272.12,41.96,14.83,59.49,61.88,195.68,35.92,36.55,96.9,55.09,23.51,183.89,208.82,113.17,19.65,139.91,61.15,34.74,274.9,21.43,28.52,71.81,69.01,104.24,34.33,43.73,18.77,84.12,91.3,136.14,252.46,29.22,165.37
6/30/2020,88.37,13.07,142.45,91.2,98.18,100.77,241.56,91.43,214.72,435.31,122.64,39.9,148.89,239.19,70.36,79.64,14.49,36.03,31.18,103.29,97.49,107.09,77.21,274.44,36.26,96.99,102.22,112.24,60.45,10.21,52.61,89.37,235.86,150.04,258.54,2758.82,210.03,291.73,262.98,192.6,47.12,13.5,241.46,95.81,77.92,162.25,99.58,75.9,154.64,315.61,114.09,128.66,95.2,1128.12,183.3,23.75,86.1,87.27,239.27,20.97,63.66,267.55,451.49,38.65,1592.34,15.39,544.09,69.49,58.8,126.19,178.51,35.11,35.3,90.38,51.1,35.17,52.19,22.22,126.5,126.62,93.28,45.22,167.35,16.42,95.96,116.18,86.34,68.55,28.14,25.24,77.3,79.06,510.04,187.65,64.03,73.26,219.37,38.1,38.98,160.286708,1052.36,173.26,58.42,63.55,18.67,62.59,17.18,283.64,42.02,295.4705648,49.63,83.27,187.33,46.64,69.74,266.36,73.3,56.82,26.79,147.91,64.97,89.23,81.18,28.05,53.13,157.15,50.09,190.51,113.96,55.45,176.83,111.51,21.1,19.26,34.51,142.11,92.68,96.56,40.76,369.44,35.39,75.77,107.5,79.89,79.14,11.10432078,16.5,405.4,132.05,52.45,198.95,71.93,171.88,54.31,188.68,69.64,62.03,47.57,50.66,702.3,58.82,83.27,229.17,87.48,93.81,106.23,59.29,69.11,36.29,76.04,82.2,92.37,6.08,41.82,42.49346724,227.07,63.93,11.57,140.22,38.78,139.48,134.09,97.62,19.28,40.57,28.52,251.53,99.62,26.84,26.82,105.99,85.21,6.84,137.27,56.57499156,149.46,6.83,76.94,61.65,74.23,25.9,25.3,1413.61,1418.05,86.96,169.62,12.62,97.5,197.62,314.16,12.98,74.95,9.035,11.29,97.06,250.51,51.81,29.2,38.55,174.49,73.45,57,144.59,9.73,17.43,48.27,58.39,10.79,129.62,387.75,15.85,120.77,91.6,330.16,158.04,122.46,370.35,103.97,75.5,59.83,296.19,35.21,17.16,160.39,141.88,28.12,26.1,569.83,121.33,174.85,10.76,84.8,120.34,34.14,184.03,140.63,22.86,94.06,66.06,12.18,100.78,31.89,12.84,194.48,141.35,15.17,89.55,44.68,33.85,149.29,34.29,14.97,93.67,35.15,61.62,166.11,169.67,212.11,26.2,164.18,364.92,36.79,47.84,135.12,323.46,10.03,34.18,45.54,63.93,65.72,44.33,295.7,114.67,85.73,50.21,184.47,105.31,153.42,274.73,51.13,91.7,36.52,16.8,101.76,89.705,500.92,206.57,107.37,155.99,69.32,39.25,12.51,37.38,77.33,6.12,48.3,333.82,203.51,140.13,103.97,805.55,51.52,60.61,16.43,119.47,60.0425,61.74,455.04,22.74,98.05,19.83,14.86,307.44,12.25,405.06,32.56,175.57,44.37,79.34,41.41,379.91,3258.75,15.88,11.95,11.86,59.5,169.59,33.22,54.6,55.27,421.67,56.86,18.3,309.73,75.75,11.57,74.2470084,27.56,49.16,132.26,30.9979323,41.54,119.57,80.11,183.27,34.03,99.8,98.09,93.33,70.06,105.21,37.99,73.29,271.87,106.06,25.84,55.27,60.9,191.89,71.9,48.05,39.23,97.7,174.23,91.21,110.53,50.3,206.2,45.89,623.65,11.12,52.83,68.83,72.52,192,213,28.20185502,388.26,85.24,82.05,61.62,297.92,73.59,33.74,32.85,577.85,215.53,105.81,18.39,49.31844178,138.51,195,51.85,68.38,329.48,117.23,153.44,63.55,48.41,174.95,139.38,127.86,22.16,180.19,54.66,30.23,34.36,442.05,310.95,81.55,84.51,37.55,363.98,119.93,50.56,362.34,104.15,13.28,43.19,123.5,114.05,131.79,215.962,59.71,88.98,139.57,29.79,126.97,32.91,346.88,8.84,9.74,34.61,37.38,92.89,203.42,294.95,16.59,169.07,111.18,149.04,36.82,193.17,122.52,60.94,23.32,58.82,115.85,38.21,,170.2,206.83,290.31,36.62,16.08,55.13,57.57,180.4,42.39,44.15,87.65,51.75,25.6,129.53,196.95,105.91,19.02,119.78,57.29,28.26,227.17,21.62,22.46,74.49,62.5,98.39,44.72,44.06,15.29,64.96,86.91,119.36,255.95,34,137.04
3/31/2020,71.62,12.19,93.32,63.5725,76.19,88.5,145.16,78.91,163.26,318.24,89.65,35.18,136.68,156.1,72.83,79.98,13.6,34.24,24.25,104.09,81.51,91.49,56.37,173.95,28.47,91.73,92.02,89.79,45.82,8.12,45.48,72.02,202.73,102.48,217.75,1949.72,202.55,232.47,227.04,165.04,37.81,4.18,199.61,72.88,49.24,137.06,99.23,59.48,147.17,237.1,101.87,119.56,85.61,846,149.14,21.23,81.19,57,229.77,16.69,55.51,316.38,350.56,33.68,1345.32,10.5,439.97,64.66,55.74,94.83,182.83,32.63,24.37,92.23,42.12,29.34,47.94,17.25,116.04,111.69,89.25,37.71,144.4,13.17,66.04,93.27,73.39,62.99,27.2,18.81,64.18,66.2,436.31,177.18,75.45,66.36,173.25,29.34,34.38,170.5129487,654.4,135.32,58.75,59.41,15.45,50.42,17.19,275.67,30.8,277.8520568,46.16,68.52,143.98,39.31,57.3,173.22,51.95,46.47,23.5,141.55,59.33,72.46,72.19,28.53,34.1,138.16,35.67,151.01,80.3,34,138.41,96.6,19.44,17.54,19.99,138.91,73.47,83.94,29.24,324.07,32.38,54.46,94.97,80.88,76.06,6.76638947,13.05,269.27,100.17,30.06,155.83,78,119.45,54.79,159.34,46.58,47.65,32.29,35.92,624.57,61.71,78.21,220.24,77.69,93.97,38.44,55.05,62.87327046,36.81,66.72,56.27,95.76,4.83,26.2,30.99721875,166.8,43.25,6.75,121.26,40.07,106.63,121.64,94.99,14.85,31.89,23.89,186.54,81.69,22.88,23.63,82.28,74.61,6.74,101.17,46.14800154,132.31,7.94,74.76,52.77,71.97,20.54,20.78,1162.81,1161.95,67.33,144.23,7.04,74.96,154.59,248.5,6.85,71.55,8.21,7.87,89.85,186.71,33.3,24.51,35.24,182.21,68.24,35.1,133.79,9.71,17.36,46.64,50.52,11.04,132.5,314.02,12.31000606,110.93,80.75,242.24,138.11,102.08,273.12,73.23,60,54.12,230,31.13,16.19,110.28,107.86,24.8,23.8,495.21,99.57,142.12,9.08,79.27,92.23,26.96,155.24,131.13,19.14,90.03,59.99,10.37,83.68,24.74,9.67,143.74,127.87,13.92,53.83,44.25,30.12,127.18,34.83,11.56,91.65,26.68,38.2,126.39,180.12,173,20.51,138.72,338.95,26.32,48.29,86.05,240,9.46,35.61,42.47,57.1,49.63,45.46,241.56,103.03,74.81,34.57,165.35,67.8,135.26,211.5,50.08,90.18,30.57,11.8,76.24,70.605,332.57,189.23,86.46,136.51,56.26,38.67,10.82,23.62,76.94,3.29,34,288.96,157.71,132.92,103.43,690.51,42.06,48.61,10.96,94.95,60.155,45.28,375.5,24.97,82.74,18.71,12.54,302.55,9.83,286.58,27.26,146,41.69,75.46,36.02,263.6,2569.11,13.28,8.99,8.975,49.86,131.26,21.81,54.9,48.33,301.05,50,11.58,202.01,62.92,11.05,60.63753672,23.85,44.91,120.1,30.94105536,31.34,110,73.84,129.73,22.32,86.83,75.28,80.37,72.96,95.72,29.76,75.79,196.77,83.6,24.68,48.09,52.14,198.61,53.65,37.64,31.73,70.15,95.74,67.65,80.63,32.17,192.42,38.43,488.29,8.97,37.75,63.2,66.83,147.29,150.91,24.04376128,311.81,86.97,75.06,55.6372116,269.97,65.74,33.62,24.71,459.52,151.08,111,13.49,43.12486997,108.82,128.79,54.14,54.86,245.05,112.99,139.97,53.27,48.8,143.36,100,89.38,16.09,166.49,45.63,29.15,39.01,320.19,297.27,62.98,54.17,30.84,292.86,92.97,47.81,283.6,83.9,12.95,31.83,97.65,99.35,84.55,104.8,57.87,82.59,118.61,24.56,99.93,26.67,296.56,8.06,9.21,31.55,36.54,99.08,175.7,249.38,15.01,141.04,93.42,102.9,34.45,161.12,102.66,54.08,14.01,45.36,108.07,36.21,,139.38,180.09,237.95,26.8,14.91,53.73,48.13,182.05,45.75,41.62,88.13,45.78,28.7,85.8,169.85,92.56,14.15,113.62,52.17,28.26,152.25,18.13,16.95,60.19,60.3,77.94,37.97,38.83,18.94,65.13,68.53,101.08,183.6,26.76,117.69
