"Name","Date","TRESGScore","TRESGCScore","TRESGCControversiesScore","TRESGResourceUseScore","TRESGEmissionsScore","TRESGInnovationScore","TRESGWorkforceScore","TRESGHumanRightsScore","TRESGCommunityScore","TRESGProductResponsibilityScore","TRESGManagementScore","TRESGShareholdersScore","TRESGCSRStrategyScore","Shareprice","TotalLongTermDebt","TotalAssets","TangibleBookValuePerShare","NetIncomeBeforeTaxes","NetIncomeAfterTaxes","TotalCommonSharesOutstanding","Revenue","ResearchAndDevelopment","RDPS","PrimaryCSRscore","SecondaryCSRscore"
"A.N","2016-10-31","0.77409","0.46517","0.15625","0.83854","0.94271","0.86979","0.89062","0.96354","0.63021","0.91146","0.53007","0.43265","0.93265","45.56000","1904000000.00000","7794000000.00000","4.06790","151000000.00000","126000000.00000","324000000.00000","1111000000.00000","84000000.00000","0.25926","0.75188966693989","0.890625"
"A.N","2016-07-31","0.77409","0.46517","0.15625","0.83854","0.94271","0.86979","0.89062","0.96354","0.63021","0.91146","0.53007","0.43265","0.93265","47.09000","1652000000.00000","7734000000.00000","4.24691","134000000.00000","124000000.00000","324000000.00000","1044000000.00000","86000000.00000","0.26543","0.75188966693989","0.890625"
"A.N","2016-04-30","0.77409","0.46517","0.15625","0.83854","0.94271","0.86979","0.89062","0.96354","0.63021","0.91146","0.53007","0.43265","0.93265","44.36000","1654000000.00000","7640000000.00000","3.43385","117000000.00000","91000000.00000","325000000.00000","1019000000.00000","81000000.00000","0.24923","0.75188966693989","0.890625"
"A.N","2016-01-31","0.77409","0.46517","0.15625","0.83854","0.94271","0.86979","0.89062","0.96354","0.63021","0.91146","0.53007","0.43265","0.93265","39.85000","1653000000.00000","7302000000.00000","3.21341","142000000.00000","121000000.00000","328000000.00000","1028000000.00000","78000000.00000","0.23780","0.75188966693989","0.890625"
"A.N","2015-10-31","0.83976","0.54488","0.25000","0.82031","0.88281","0.82812","0.89844","0.93750","0.82031","0.89062","0.88114","0.43581","0.90371","41.81000","1655000000.00000","7479000000.00000","4.08434","143000000.00000","143000000.00000","332000000.00000","1035000000.00000","78000000.00000","0.23494","0.82858648490113","0.8984375"
"A.N","2015-07-31","0.83976","0.54488","0.25000","0.82031","0.88281","0.82812","0.89844","0.93750","0.82031","0.89062","0.88114","0.43581","0.90371","34.33000","1655000000.00000","7251000000.00000","3.77410","128000000.00000","113000000.00000","332000000.00000","1014000000.00000","79000000.00000","0.23795","0.82858648490113","0.8984375"
"A.N","2015-04-30","0.83976","0.54488","0.25000","0.82031","0.88281","0.82812","0.89844","0.93750","0.82031","0.89062","0.88114","0.43581","0.90371","38.58000","1656000000.00000","7412000000.00000","3.90691","96000000.00000","92000000.00000","333000000.00000","963000000.00000","81000000.00000","0.24324","0.82858648490113","0.8984375"
"A.N","2015-01-31","0.83976","0.54488","0.25000","0.82031","0.88281","0.82812","0.89844","0.93750","0.82031","0.89062","0.88114","0.43581","0.90371","41.55000","1658000000.00000","7519000000.00000","3.94643","113000000.00000","93000000.00000","336000000.00000","1026000000.00000","88000000.00000","0.26190","0.82858648490113","0.8984375"
"A.N","2014-10-31","0.83724","0.75733","0.67742","0.83065","0.87903","0.79839","0.81452","0.95161","0.91129","0.88710","0.87449","0.54217","0.89583","40.94000","1663000000.00000","10815000000.00000","6.40299","-22000000.00000","8000000.00000","335000000.00000","1043000000.00000","91000000.00000","0.27164","0.84156927506775","0.81451612903226"
"A.N","2014-07-31","0.83724","0.75733","0.67742","0.83065","0.87903","0.79839","0.81452","0.95161","0.91129","0.88710","0.87449","0.54217","0.89583","40.74566","2181000000.00000","10380000000.00000","5.60661","85000000.00000","63000000.00000","333000000.00000","1009000000.00000","86000000.00000","0.25826","0.84156927506775","0.81451612903226"
"A.N","2014-04-30","0.83724","0.75733","0.67742","0.83065","0.87903","0.79839","0.81452","0.95161","0.91129","0.88710","0.87449","0.54217","0.89583","41.07460","2693000000.00000","11026000000.00000","5.20721","69000000.00000","40000000.00000","333000000.00000","988000000.00000","87000000.00000","0.26126","0.84156927506775","0.81451612903226"
"A.N","2014-01-31","0.83724","0.75733","0.67742","0.83065","0.87903","0.79839","0.81452","0.95161","0.91129","0.88710","0.87449","0.54217","0.89583","39.98767","2695000000.00000","10638000000.00000","4.69461","97000000.00000","121000000.00000","334000000.00000","1008000000.00000","88000000.00000","0.26347","0.84156927506775","0.81451612903226"
"A.N","2013-10-31","0.84859","0.74688","0.64516","0.92742","0.97581","0.75000","0.89516","0.96774","0.70161","0.83871","0.87990","0.53866","0.89948","40.89583","2699000000.00000","10686000000.00000","3.97297","293000000.00000","225000000.00000","333000000.00000","3894000000.00000","337000000.00000","1.01201","0.83971833578792","0.89516129032258"
"A.N","2013-07-31","0.84859","0.74688","0.64516","0.92742","0.97581","0.75000","0.89516","0.96774","0.70161","0.83871","0.87990","0.53866","0.89948","36.64821","2701000000.00000","10278000000.00000","2.55891","212000000.00000","168000000.00000","331000000.00000","1652000000.00000","170000000.00000","0.51360","0.83971833578792","0.89516129032258"
"A.N","2013-04-30","0.84859","0.74688","0.64516","0.92742","0.97581","0.75000","0.89516","0.96774","0.70161","0.83871","0.87990","0.53866","0.89948","30.57712","2106000000.00000","10587000000.00000","3.77971","198000000.00000","166000000.00000","345000000.00000","1732000000.00000","173000000.00000","0.50145","0.83971833578792","0.89516129032258"
"A.N","2013-01-31","0.84859","0.74688","0.64516","0.92742","0.97581","0.75000","0.89516","0.96774","0.70161","0.83871","0.87990","0.53866","0.89948","30.01220","2111000000.00000","10653000000.00000","3.48127","195000000.00000","179000000.00000","347000000.00000","1680000000.00000","179000000.00000","0.51585","0.83971833578792","0.89516129032258"
"A.N","2012-10-31","0.83131","0.49502","0.15873","0.92857","0.97619","0.73810","0.88095","0.97619","0.72222","0.84921","0.83111","0.47485","0.83522","29.27566","2112000000.00000","10536000000.00000","3.09538","256000000.00000","425000000.00000","346000000.00000","1767000000.00000","178000000.00000","0.51445","0.8218590282337","0.88095238095238"
"A.N","2012-07-31","0.83131","0.49502","0.15873","0.92857","0.97619","0.73810","0.88095","0.97619","0.72222","0.84921","0.83111","0.47485","0.83522","27.49510","1714000000.00000","9757000000.00000","2.39637","238000000.00000","243000000.00000","348443140.00000","1723000000.00000","162000000.00000","0.46493","0.8218590282337","0.88095238095238"
"A.N","2012-04-30","0.83131","0.49502","0.15873","0.92857","0.97619","0.73810","0.88095","0.97619","0.72222","0.84921","0.83111","0.47485","0.83522","28.06001","1926000000.00000","9413000000.00000","7.85897","293000000.00000","255000000.00000","347500870.00000","1733000000.00000","166000000.00000","0.47770","0.8218590282337","0.88095238095238"
"A.N","2012-01-31","0.83131","0.49502","0.15873","0.92857","0.97619","0.73810","0.88095","0.97619","0.72222","0.84921","0.83111","0.47485","0.83522","31.82852","1929000000.00000","9099000000.00000","7.14563","256000000.00000","230000000.00000","347625240.00000","1635000000.00000","162000000.00000","0.46602","0.8218590282337","0.88095238095238"
"A.N","2011-10-31","0.83998","0.52226","0.20455","0.91667","0.97727","0.96212","0.91667","0.96970","0.62879","0.85606","0.72363","0.55426","0.87170","24.97799","1932000000.00000","9057000000.00000","6.66282","293000000.00000","289000000.00000","347000000.00000","1728000000.00000","163000000.00000","0.46974","0.82537825736355","0.91666666666667"
"A.N","2011-07-31","0.83998","0.52226","0.20455","0.91667","0.97727","0.96212","0.91667","0.96970","0.62879","0.85606","0.72363","0.55426","0.87170","22.34647","2168000000.00000","8753000000.00000","6.19597","281000000.00000","330000000.00000","347000000.00000","1691000000.00000","162000000.00000","0.46686","0.82537825736355","0.91666666666667"
"A.N","2011-04-30","0.83998","0.52226","0.20455","0.91667","0.97727","0.96212","0.91667","0.96970","0.62879","0.85606","0.72363","0.55426","0.87170","36.54810","2144000000.00000","8649000000.00000","5.47414","260000000.00000","200000000.00000","348000000.00000","1677000000.00000","165000000.00000","0.47414","0.82537825736355","0.91666666666667"
"A.N","2011-01-31","0.83998","0.52226","0.20455","0.91667","0.97727","0.96212","0.91667","0.96970","0.62879","0.85606","0.72363","0.55426","0.87170","32.02160","2138000000.00000","8044000000.00000","4.10579","198000000.00000","193000000.00000","345122160.00000","1519000000.00000","159000000.00000","0.46071","0.82537825736355","0.91666666666667"
"A.N","2010-10-31","0.82965","0.46641","0.10317","0.92857","0.97619","0.99206","0.86508","0.96032","0.43651","0.81746","0.80489","0.46878","0.92716","29.62605","2190000000.00000","9696000000.00000","3.69364","243000000.00000","292000000.00000","346000000.00000","1576000000.00000","158000000.00000","0.45665","0.8229000265848","0.86507936507937"
"A.N","2010-07-31","0.82965","0.46641","0.10317","0.92857","0.97619","0.99206","0.86508","0.96032","0.43651","0.81746","0.80489","0.46878","0.92716","23.86245","2177000000.00000","9100000000.00000","2.56950","227000000.00000","205000000.00000","346370350.00000","1384000000.00000","153000000.00000","0.44172","0.8229000265848","0.86507936507937"
"A.N","2010-04-30","0.82965","0.46641","0.10317","0.92857","0.97619","0.99206","0.86508","0.96032","0.43651","0.81746","0.80489","0.46878","0.92716","20.32992","1393000000.00000","7767000000.00000","5.32759","139000000.00000","108000000.00000","348000000.00000","1271000000.00000","150000000.00000","0.43103","0.8229000265848","0.86507936507937"
"A.N","2010-01-31","0.82965","0.46641","0.10317","0.92857","0.97619","0.99206","0.86508","0.96032","0.43651","0.81746","0.80489","0.46878","0.92716","24.59184","1410000000.00000","7574000000.00000","5.12931","83000000.00000","79000000.00000","348000000.00000","1213000000.00000","148000000.00000","0.42529","0.8229000265848","0.86507936507937"
"A.N","2009-10-31","0.83931","0.49693","0.15455","0.95455","0.99091","0.90000","0.84545","0.93636","0.62727","0.89091","0.89742","0.27491","0.81536","22.21775","2904000000.00000","7612000000.00000","4.86705","73000000.00000","19000000.00000","346000000.00000","1167000000.00000","129000000.00000","0.37283","0.83813786838406","0.84545454545455"
"A.N","2009-07-31","0.83931","0.49693","0.15455","0.95455","0.99091","0.90000","0.84545","0.93636","0.62727","0.89091","0.89742","0.27491","0.81536","19.90087","2153000000.00000","6573000000.00000","4.83768","-41000000.00000","-19000000.00000","345000000.00000","1057000000.00000","143000000.00000","0.41449","0.83813786838406","0.84545454545455"
"A.N","2009-04-30","0.83931","0.49693","0.15455","0.95455","0.99091","0.90000","0.84545","0.93636","0.62727","0.89091","0.89742","0.27491","0.81536","14.52342","2154000000.00000","6576000000.00000","4.61224","-58000000.00000","-101000000.00000","343000000.00000","1091000000.00000","170000000.00000","0.49563","0.83813786838406","0.84545454545455"
"A.N","2009-01-31","0.83931","0.49693","0.15455","0.95455","0.99091","0.90000","0.84545","0.93636","0.62727","0.89091","0.89742","0.27491","0.81536","10.99089","2154000000.00000","7162000000.00000","4.92098","27000000.00000","64000000.00000","345256320.00000","1166000000.00000","169000000.00000","0.48949","0.83813786838406","0.84545454545455"
"A.N","2008-10-31","0.78278","0.43306","0.08333","0.96875","0.98958","0.63542","0.86458","0.93750","0.61458","0.95833","0.63522","0.44131","0.87147","11.17681","2125000000.00000","7007000000.00000","4.81429","257000000.00000","231000000.00000","350000000.00000","1481000000.00000","170000000.00000","0.48571","0.76719582861624","0.86458333333333"
"A.N","2008-07-31","0.78278","0.43306","0.08333","0.96875","0.98958","0.63542","0.86458","0.93750","0.61458","0.95833","0.63522","0.44131","0.87147","21.20948","604000000.00000","7541000000.00000","6.44818","215000000.00000","169000000.00000","357000000.00000","1444000000.00000","170000000.00000","0.47619","0.76719582861624","0.86458333333333"
"A.N","2008-04-30","0.78278","0.43306","0.08333","0.96875","0.98958","0.63542","0.86458","0.93750","0.61458","0.95833","0.63522","0.44131","0.87147","25.41419","622000000.00000","7674000000.00000","6.35833","196000000.00000","173000000.00000","360000000.00000","1456000000.00000","183000000.00000","0.50833","0.76719582861624","0.86458333333333"
"A.N","2008-01-31","0.78278","0.43306","0.08333","0.96875","0.98958","0.63542","0.86458","0.93750","0.61458","0.95833","0.63522","0.44131","0.87147","21.33105","626000000.00000","7459000000.00000","6.33696","147000000.00000","120000000.00000","368000000.00000","1393000000.00000","181000000.00000","0.49185","0.76719582861624","0.86458333333333"
"A.N","2007-10-31","0.77507","0.46531","0.15556","0.87778","0.98889","0.63333","0.98889","0.93333","0.90000","0.67778","0.38306","0.81784","0.89955","26.27230","2087000000.00000","7554000000.00000","6.74441","200000000.00000","179000000.00000","370381000.00000","1446000000.00000","174000000.00000","0.46979","0.73433699816758","0.98888888888889"
"A.N","2007-07-31","0.77507","0.46531","0.15556","0.87778","0.98889","0.63333","0.98889","0.93333","0.90000","0.67778","0.38306","0.81784","0.89955","26.37241","1500000000.00000","7024000000.00000","6.61238","190000000.00000","185000000.00000","386547720.00000","1374000000.00000","170000000.00000","0.43979","0.73433699816758","0.98888888888889"
"A.N","2007-04-30","0.77507","0.46531","0.15556","0.87778","0.98889","0.63333","0.98889","0.93333","0.90000","0.67778","0.38306","0.81784","0.89955","27.48794","1500000000.00000","7283000000.00000","7.67253","156000000.00000","123000000.00000","395958100.00000","1320000000.00000","173000000.00000","0.43691","0.73433699816758","0.98888888888889"
"AAPL.OQ","2016-12-31","0.68169","0.34531","0.00893","0.99107","0.79464","0.66071","0.52679","0.78571","0.66964","0.21429","0.62688","0.84456","0.84877","115.82000","73557000000.00000","331141000000.00000","23.61732","24180000000.00000","17891000000.00000","5255423000.00000","78351000000.00000","2871000000.00000","0.54629","0.68040366820398","0.68397259685594"
"AAPL.OQ","2016-09-24","0.68169","0.34531","0.00893","0.99107","0.79464","0.66071","0.52679","0.78571","0.66964","0.21429","0.62688","0.84456","0.84877","113.05000","75427000000.00000","321686000000.00000","22.41853","12188000000.00000","9014000000.00000","5336166000.00000","46852000000.00000","2570000000.00000","0.48162","0.68040366820398","0.68397259685594"
"AAPL.OQ","2016-06-25","0.68169","0.34531","0.00893","0.99107","0.79464","0.66071","0.52679","0.78571","0.66964","0.21429","0.62688","0.84456","0.84877","95.60000","68939000000.00000","305602000000.00000","21.83764","10469000000.00000","7796000000.00000","5393165000.00000","42358000000.00000","2560000000.00000","0.47467","0.68040366820398","0.68397259685594"
"AAPL.OQ","2016-03-26","0.68169","0.34531","0.00893","0.99107","0.79464","0.66071","0.52679","0.78571","0.66964","0.21429","0.62688","0.84456","0.84877","108.99000","69374000000.00000","305277000000.00000","22.15318","14142000000.00000","10516000000.00000","5478446000.00000","50557000000.00000","2511000000.00000","0.45834","0.68040366820398","0.68397259685594"
"AAPL.OQ","2015-12-26","0.65548","0.33246","0.00943","0.95283","0.74528","0.66981","0.34906","0.83019","0.71698","0.20755","0.68355","0.82397","0.77583","105.26000","53204000000.00000","293284000000.00000","21.48819","24573000000.00000","18361000000.00000","5544487000.00000","75872000000.00000","2404000000.00000","0.43358","0.61871862639806","0.72084400476061"
"AAPL.OQ","2015-09-26","0.65548","0.33246","0.00943","0.95283","0.74528","0.66981","0.34906","0.83019","0.71698","0.20755","0.68355","0.82397","0.77583","110.30000","53329000000.00000","290345000000.00000","19.77969","15062000000.00000","11124000000.00000","5578753000.00000","51501000000.00000","2220000000.00000","0.39794","0.61871862639806","0.72084400476061"
"AAPL.OQ","2015-06-27","0.65548","0.33246","0.00943","0.95283","0.74528","0.66981","0.34906","0.83019","0.71698","0.20755","0.68355","0.82397","0.77583","125.42500","47419000000.00000","273151000000.00000","20.48130","14473000000.00000","10677000000.00000","5705400000.00000","49605000000.00000","2034000000.00000","0.35650","0.61871862639806","0.72084400476061"
"AAPL.OQ","2015-03-28","0.65548","0.33246","0.00943","0.95283","0.74528","0.66981","0.34906","0.83019","0.71698","0.20755","0.68355","0.82397","0.77583","124.43000","40072000000.00000","261194000000.00000","20.86571","18564000000.00000","13569000000.00000","5762278000.00000","58010000000.00000","1918000000.00000","0.33285","0.61871862639806","0.72084400476061"
"AAPL.OQ","2014-12-27","0.64003","0.32465","0.00926","0.96296","0.67593","0.64815","0.39815","0.89815","0.77778","0.24074","0.51677","0.94055","0.76626","110.38000","32504000000.00000","261894000000.00000","19.62252","24416000000.00000","18024000000.00000","5826419000.00000","74599000000.00000","1895000000.00000","0.32524","0.63238641175474","0.65362936615477"
"AAPL.OQ","2014-09-27","0.64003","0.32465","0.00926","0.96296","0.67593","0.64815","0.39815","0.89815","0.77778","0.24074","0.51677","0.94055","0.76626","100.75000","28987000000.00000","231839000000.00000","17.52236","11472000000.00000","8467000000.00000","5866161000.00000","42123000000.00000","1686000000.00000","0.28741","0.63238641175474","0.65362936615477"
"AAPL.OQ","2014-06-28","0.64003","0.32465","0.00926","0.96296","0.67593","0.64815","0.39815","0.89815","0.77778","0.24074","0.51677","0.94055","0.76626","92.93000","29030000000.00000","222520000000.00000","19.16776","10484000000.00000","7748000000.00000","5989171000.00000","37432000000.00000","1603000000.00000","0.26765","0.63238641175474","0.65362936615477"
"AAPL.OQ","2014-03-29","0.64003","0.32465","0.00926","0.96296","0.67593","0.64815","0.39815","0.89815","0.77778","0.24074","0.51677","0.94055","0.76626","76.67707","16962000000.00000","205989000000.00000","18.93140","13818000000.00000","10223000000.00000","6032094360.00000","45646000000.00000","1422000000.00000","0.23574","0.63238641175474","0.65362936615477"
"AAPL.OQ","2013-12-28","0.61818","0.31372","0.00926","0.95370","0.71296","0.62963","0.47222","0.89815","0.95370","0.25926","0.23557","0.96649","0.79175","80.15849","16961000000.00000","225184000000.00000","19.77860","17709000000.00000","13072000000.00000","6247004060.00000","57594000000.00000","1330000000.00000","0.21290","0.6579383829706","0.54749878028085"
"AAPL.OQ","2013-09-28","0.61818","0.31372","0.00926","0.95370","0.71296","0.62963","0.47222","0.89815","0.95370","0.25926","0.23557","0.96649","0.79175","68.10707","16960000000.00000","207000000000.00000","18.71404","10143000000.00000","7512000000.00000","6294365110.00000","37472000000.00000","1168000000.00000","0.18556","0.6579383829706","0.54749878028085"
"AAPL.OQ","2013-06-29","0.61818","0.31372","0.00926","0.95370","0.71296","0.62963","0.47222","0.89815","0.95370","0.25926","0.23557","0.96649","0.79175","56.58280","16958000000.00000","199856000000.00000","18.47454","9435000000.00000","6900000000.00000","6358966820.00000","35323000000.00000","1178000000.00000","0.18525","0.6579383829706","0.54749878028085"
"AAPL.OQ","2013-03-30","0.61818","0.31372","0.00926","0.95370","0.71296","0.62963","0.47222","0.89815","0.95370","0.25926","0.23557","0.96649","0.79175","63.23279","0.00000","194743000000.00000","19.74827","12905000000.00000","9547000000.00000","6580526390.00000","43603000000.00000","1119000000.00000","0.17005","0.6579383829706","0.54749878028085"
"AAPL.OQ","2012-12-29","0.63617","0.32271","0.00926","0.95370","0.84259","0.67593","0.58333","0.94444","0.97222","0.31481","0.12988","0.82700","0.83522","76.14707","0.00000","196088000000.00000","18.48570","17672000000.00000","13078000000.00000","6572811000.00000","54512000000.00000","1010000000.00000","0.15366","0.70879825699673","0.50705297614521"
"AAPL.OQ","2012-09-29","0.63617","0.32271","0.00926","0.95370","0.84259","0.67593","0.58333","0.94444","0.97222","0.31481","0.12988","0.82700","0.83522","95.32276","0.00000","176064000000.00000","17.16507","10893000000.00000","8223000000.00000","6574456000.00000","35966000000.00000","906000000.00000","0.13781","0.70879825699673","0.50705297614521"
"AAPL.OQ","2012-06-30","0.63617","0.32271","0.00926","0.95370","0.84259","0.67593","0.58333","0.94444","0.97222","0.31481","0.12988","0.82700","0.83522","83.42849","0.00000","162896000000.00000","16.19985","11861000000.00000","8824000000.00000","6560862000.00000","35023000000.00000","876000000.00000","0.13352","0.70879825699673","0.50705297614521"
"AAPL.OQ","2012-03-31","0.63617","0.32271","0.00926","0.95370","0.84259","0.67593","0.58333","0.94444","0.97222","0.31481","0.12988","0.82700","0.83522","85.63849","0.00000","150934000000.00000","14.93581","15532000000.00000","11622000000.00000","6544874000.00000","39186000000.00000","841000000.00000","0.12850","0.70879825699673","0.50705297614521"
"AAPL.OQ","2011-12-31","0.64142","0.32543","0.00943","0.97170","0.80189","0.68868","0.61321","0.96226","0.62264","0.30189","0.28550","0.87982","0.76369","57.85709","0.00000","138681000000.00000","13.13095","17477000000.00000","13064000000.00000","6525498000.00000","46333000000.00000","758000000.00000","0.11616","0.71828191975391","0.5047882089292"
"AAPL.OQ","2011-09-24","0.64142","0.32543","0.00943","0.97170","0.80189","0.68868","0.61321","0.96226","0.62264","0.30189","0.28550","0.87982","0.76369","54.45423","0.00000","116371000000.00000","11.09665","8791000000.00000","6623000000.00000","6504939000.00000","28270000000.00000","645000000.00000","0.09916","0.71828191975391","0.5047882089292"
"AAPL.OQ","2011-06-25","0.64142","0.32543","0.00943","0.97170","0.80189","0.68868","0.61321","0.96226","0.62264","0.30189","0.28550","0.87982","0.76369","47.95281","0.00000","106758000000.00000","10.39297","9551000000.00000","7308000000.00000","6488326450.00000","28571000000.00000","628000000.00000","0.09679","0.71828191975391","0.5047882089292"
"AAPL.OQ","2011-03-26","0.64142","0.32543","0.00943","0.97170","0.80189","0.68868","0.61321","0.96226","0.62264","0.30189","0.28550","0.87982","0.76369","49.77852","0.00000","94904000000.00000","9.30505","7900000000.00000","5987000000.00000","6472718550.00000","24667000000.00000","581000000.00000","0.08976","0.71828191975391","0.5047882089292"
"AAPL.OQ","2010-12-25","0.59056","0.31734","0.04412","0.86765","0.75000","0.69118","0.27941","0.91176","0.60294","0.19118","0.47711","0.80593","0.77055","46.07995","0.00000","86742000000.00000","8.28307","7963000000.00000","6004000000.00000","6447248330.00000","26741000000.00000","575000000.00000","0.08919","0.58745940005815","0.59608302217869"
"AAPL.OQ","2010-09-25","0.59056","0.31734","0.04412","0.86765","0.75000","0.69118","0.27941","0.91176","0.60294","0.19118","0.47711","0.80593","0.77055","40.53567","0.00000","75183000000.00000","7.28471","5461000000.00000","4308000000.00000","6411790000.00000","20343000000.00000","494000000.00000","0.07705","0.58745940005815","0.59608302217869"
"AAPL.OQ","2010-06-26","0.59056","0.31734","0.04412","0.86765","0.75000","0.69118","0.27941","0.91176","0.60294","0.19118","0.47711","0.80593","0.77055","35.93282","0.00000","64725000000.00000","6.58063","4292000000.00000","3253000000.00000","6394376430.00000","15700000000.00000","464000000.00000","0.07256","0.58745940005815","0.59608302217869"
"AAPL.OQ","2010-03-27","0.59056","0.31734","0.04412","0.86765","0.75000","0.69118","0.27941","0.91176","0.60294","0.19118","0.47711","0.80593","0.77055","33.56140","0.00000","57057000000.00000","6.05030","4029000000.00000","3074000000.00000","6367450680.00000","13499000000.00000","426000000.00000","0.06690","0.58745940005815","0.59608302217869"
"AAPL.OQ","2009-12-26","0.60746","0.32959","0.05172","0.87931","0.60345","0.36207","0.56897","0.89655","0.44828","0.25862","0.61372","0.88335","0.77140","30.12283","0.00000","53926000000.00000","5.54558","4758000000.00000","3378000000.00000","6343975270.00000","15683000000.00000","398000000.00000","0.06274","0.59365335832963","0.63201603086694"
"AAPL.OQ","2009-09-26","0.60746","0.32959","0.05172","0.87931","0.60345","0.36207","0.56897","0.89655","0.44828","0.25862","0.61372","0.88335","0.77140","26.48140","0.00000","47501000000.00000","4.93456","3729000000.00000","2532000000.00000","6298638500.00000","12207000000.00000","358000000.00000","0.05684","0.59365335832963","0.63201603086694"
"AAPL.OQ","2009-06-27","0.60746","0.32959","0.05172","0.87931","0.60345","0.36207","0.56897","0.89655","0.44828","0.25862","0.61372","0.88335","0.77140","20.34712","0.00000","48140000000.00000","4.03675","2692000000.00000","1828000000.00000","6270146470.00000","9734000000.00000","341000000.00000","0.05438","0.59365335832963","0.63201603086694"
"AAPL.OQ","2009-03-28","0.60746","0.32959","0.05172","0.87931","0.60345","0.36207","0.56897","0.89655","0.44828","0.25862","0.61372","0.88335","0.77140","15.01713","0.00000","43237000000.00000","3.80211","2386000000.00000","1620000000.00000","6243382750.00000","9084000000.00000","319000000.00000","0.05109","0.59365335832963","0.63201603086694"
"AAPL.OQ","2008-12-27","0.54806","0.39903","0.25000","0.77083","0.81250","0.50000","0.35417","0.79167","0.58333","0.25000","0.43908","0.89376","0.18499","12.19284","0.00000","42787000000.00000","3.58469","3259000000.00000","2255000000.00000","6232904470.00000","11880000000.00000","315000000.00000","0.05054","0.58440856782442","0.48344804221011"
"AAPL.OQ","2008-09-27","0.54806","0.39903","0.25000","0.77083","0.81250","0.50000","0.35417","0.79167","0.58333","0.25000","0.43908","0.89376","0.18499","16.23713","0.00000","36171000000.00000","3.49582","3286000000.00000","2247000000.00000","6218281810.00000","11520000000.00000","298000000.00000","0.04792","0.58440856782442","0.48344804221011"
"AAPL.OQ","2008-06-28","0.54806","0.39903","0.25000","0.77083","0.81250","0.50000","0.35417","0.79167","0.58333","0.25000","0.43908","0.89376","0.18499","23.91998","0.00000","31709000000.00000","3.10166","1653000000.00000","1131000000.00000","6200226590.00000","7561000000.00000","292000000.00000","0.04710","0.58440856782442","0.48344804221011"
"AAPL.OQ","2008-03-29","0.54806","0.39903","0.25000","0.77083","0.81250","0.50000","0.35417","0.79167","0.58333","0.25000","0.43908","0.89376","0.18499","20.49998","0.00000","30471000000.00000","2.85996","1610000000.00000","1101000000.00000","6170017020.00000","7980000000.00000","273000000.00000","0.04425","0.58440856782442","0.48344804221011"
"AAPL.OQ","2007-12-29","0.68498","0.39249","0.10000","0.90000","0.74000","0.84000","0.74000","0.42000","0.78000","0.86000","0.52849","0.38606","0.38756","28.29711","0.00000","30039000000.00000","2.66292","2398000000.00000","1640000000.00000","6150402070.00000","10430000000.00000","246000000.00000","0.04000","0.75909998125937","0.55320089955022"
"AAPL.OQ","2007-09-29","0.68498","0.39249","0.10000","0.90000","0.74000","0.84000","0.74000","0.42000","0.78000","0.86000","0.52849","0.38606","0.38756","21.93426","0.00000","25347000000.00000","2.31105","1185000000.00000","870000000.00000","6106302800.00000","6606000000.00000","207000000.00000","0.03390","0.75909998125937","0.55320089955022"
"AAPL.OQ","2007-06-30","0.68498","0.39249","0.10000","0.90000","0.74000","0.84000","0.74000","0.42000","0.78000","0.86000","0.52849","0.38606","0.38756","17.43427","0.00000","21647000000.00000","2.15791","1234000000.00000","840000000.00000","6084132750.00000","5563000000.00000","208000000.00000","0.03419","0.75909998125937","0.55320089955022"
"AAPL.OQ","2007-03-31","0.68498","0.39249","0.10000","0.90000","0.74000","0.84000","0.74000","0.42000","0.78000","0.86000","0.52849","0.38606","0.38756","13.27284","0.00000","18711000000.00000","1.97973","1136000000.00000","774000000.00000","6052851640.00000","5286000000.00000","183000000.00000","0.03023","0.75909998125937","0.55320089955022"
"ABBV.N","2016-12-31","0.56064","0.48329","0.40594","0.70792","0.63861","0.20792","0.80693","0.88614","0.81188","0.06931","0.49639","0.15725","0.87011","62.62000","36440000000.00000","66099000000.00000","-24.91471","1998000000.00000","1391000000.00000","1592512720.00000","6796000000.00000","1190000000.00000","0.74725","0.51372774346844","0.80693069306931"
"ABBV.N","2016-09-30","0.56064","0.48329","0.40594","0.70792","0.63861","0.20792","0.80693","0.88614","0.81188","0.06931","0.49639","0.15725","0.87011","63.07000","37284000000.00000","66626000000.00000","-23.57119","2014000000.00000","1598000000.00000","1624907590.00000","6432000000.00000","1106000000.00000","0.68065","0.51372774346844","0.80693069306931"
"ABBV.N","2016-06-30","0.56064","0.48329","0.40594","0.70792","0.63861","0.20792","0.80693","0.88614","0.81188","0.06931","0.49639","0.15725","0.87011","61.91000","37328000000.00000","67211000000.00000","-24.14245","2096000000.00000","1610000000.00000","1628542360.00000","6452000000.00000","1124000000.00000","0.69019","0.51372774346844","0.80693069306931"
"ABBV.N","2016-03-31","0.56064","0.48329","0.40594","0.70792","0.63861","0.20792","0.80693","0.88614","0.81188","0.06931","0.49639","0.15725","0.87011","57.12000","29490000000.00000","53720000000.00000","-17.40059","1776000000.00000","1354000000.00000","1617358610.00000","5958000000.00000","946000000.00000","0.58490","0.51372774346844","0.80693069306931"
