"Name","Date","TRESGScore","TRESGCScore","TRESGCControversiesScore","TRESGResourceUseScore","TRESGEmissionsScore","TRESGInnovationScore","TRESGWorkforceScore","TRESGHumanRightsScore","TRESGCommunityScore","TRESGProductResponsibilityScore","TRESGManagementScore","TRESGShareholdersScore","TRESGCSRStrategyScore","Shareprice","TotalLongTermDebt","TotalAssets","TangibleBookValuePerShare","NetIncomeBeforeTaxes","NetIncomeAfterTaxes","TotalCommonSharesOutstanding","Revenue","ResearchAndDevelopment","RDPS","PrimaryCSRscore","SecondaryCSRscore"
"BA.N","2010-09-30","0.70920","0.36174","0.01429","0.81429","0.98571","0.71429","0.61429","0.91429","0.61429","0.57143","0.50104","0.95682","0.71176","66.54000","11466000000.00000","65222000000.00000","-4.69600","1244000000.00000","837000000.00000","733389860.00000","16967000000.00000","986000000.00000","1.34444","0.71690597681345","0.71949912118854"
"BA.N","2010-06-30","0.70920","0.36174","0.01429","0.81429","0.98571","0.71429","0.61429","0.91429","0.61429","0.57143","0.50104","0.95682","0.71176","62.75000","11439000000.00000","63755000000.00000","-5.31572","1210000000.00000","789000000.00000","761139310.00000","15573000000.00000","1001000000.00000","1.31513","0.71690597681345","0.71949912118854"
"BA.N","2010-03-31","0.70920","0.36174","0.01429","0.81429","0.98571","0.71429","0.61429","0.91429","0.61429","0.57143","0.50104","0.95682","0.71176","72.61000","11464000000.00000","62970000000.00000","-5.60703","1050000000.00000","519000000.00000","758512490.00000","15216000000.00000","1000000000.00000","1.31837","0.71690597681345","0.71949912118854"
"BA.N","2009-12-31","0.77370","0.39491","0.01613","0.95161","0.95161","0.79032","0.40323","0.95161","0.56452","0.67742","0.91735","0.84232","0.77140","54.13000","12217000000.00000","62053000000.00000","-6.70499","1550000000.00000","1283000000.00000","755854450.00000","17937000000.00000","1002000000.00000","1.32565","0.79580379529691","0.72174499645186"
"BA.N","2009-09-30","0.77370","0.39491","0.01613","0.95161","0.95161","0.79032","0.40323","0.95161","0.56452","0.67742","0.91735","0.84232","0.77140","54.15000","10065000000.00000","58667000000.00000","-11.34343","-2247000000.00000","-1560000000.00000","726499700.00000","16688000000.00000","3574000000.00000","4.91948","0.79580379529691","0.72174499645186"
"BA.N","2009-06-30","0.77370","0.39491","0.01613","0.95161","0.95161","0.79032","0.40323","0.95161","0.56452","0.67742","0.91735","0.84232","0.77140","42.50000","8700000000.00000","57712000000.00000","-8.58368","1496000000.00000","997000000.00000","726378340.00000","17154000000.00000","960000000.00000","1.32163","0.79580379529691","0.72174499645186"
"BA.N","2009-03-31","0.77370","0.39491","0.01613","0.95161","0.95161","0.79032","0.40323","0.95161","0.56452","0.67742","0.91735","0.84232","0.77140","35.58000","8742000000.00000","55340000000.00000","-9.56122","932000000.00000","615000000.00000","726162910.00000","16502000000.00000","970000000.00000","1.33579","0.79580379529691","0.72174499645186"
"BA.N","2008-12-31","0.72686","0.37236","0.01786","0.91071","0.91071","0.75000","0.73214","0.44643","0.83929","0.17857","0.69316","0.72734","0.78678","42.67000","6952000000.00000","53779000000.00000","-10.49547","-310000000.00000","-86000000.00000","726599220.00000","12664000000.00000","957000000.00000","1.31709","0.73895113461701","0.72139438985104"
"BA.N","2008-09-30","0.72686","0.37236","0.01786","0.91071","0.91071","0.75000","0.73214","0.44643","0.83929","0.17857","0.69316","0.72734","0.78678","57.35000","7217000000.00000","56519000000.00000","4.05371","1153000000.00000","683000000.00000","734142970.00000","15293000000.00000","937000000.00000","1.27632","0.73895113461701","0.72139438985104"
"BA.N","2008-06-30","0.72686","0.37236","0.01786","0.91071","0.91071","0.75000","0.73214","0.44643","0.83929","0.17857","0.69316","0.72734","0.78678","65.72000","7240000000.00000","58510000000.00000","4.22238","1299000000.00000","851000000.00000","743419630.00000","16962000000.00000","1005000000.00000","1.35186","0.73895113461701","0.72139438985104"
"BA.N","2008-03-31","0.72686","0.37236","0.01786","0.91071","0.91071","0.75000","0.73214","0.44643","0.83929","0.17857","0.69316","0.72734","0.78678","74.37000","7428000000.00000","60360000000.00000","4.90094","1853000000.00000","1206000000.00000","753936840.00000","15990000000.00000","869000000.00000","1.15262","0.73895113461701","0.72139438985104"
"BA.N","2007-12-31","0.75002","0.40180","0.05357","0.91071","0.91071","0.89286","0.62500","0.46429","0.89286","0.28571","0.91529","0.26912","0.82834","87.46000","7455000000.00000","58986000000.00000","4.98669","1588000000.00000","1027000000.00000","768043990.00000","17477000000.00000","993000000.00000","1.29289","0.75846908731521","0.7623325942071"
"BA.N","2007-09-30","0.75002","0.40180","0.05357","0.91071","0.91071","0.89286","0.62500","0.46429","0.89286","0.28571","0.91529","0.26912","0.82834","104.99000","7555000000.00000","54787000000.00000","2.00722","1591000000.00000","1109000000.00000","777193110.00000","16517000000.00000","869000000.00000","1.11813","0.75846908731521","0.7623325942071"
"BA.N","2007-06-30","0.75002","0.40180","0.05357","0.91071","0.91071","0.89286","0.62500","0.46429","0.89286","0.28571","0.91529","0.26912","0.82834","96.16000","8094000000.00000","53886000000.00000","1.28764","1585000000.00000","1049000000.00000","785158510.00000","17028000000.00000","989000000.00000","1.25962","0.75846908731521","0.7623325942071"
"BA.N","2007-03-31","0.75002","0.40180","0.05357","0.91071","0.91071","0.89286","0.62500","0.46429","0.89286","0.28571","0.91529","0.26912","0.82834","88.91000","8149000000.00000","51556000000.00000","1.01558","1354000000.00000","873000000.00000","787730380.00000","15365000000.00000","999000000.00000","1.26820","0.75846908731521","0.7623325942071"
"BAX.N","2016-12-31","0.79159","0.50777","0.22396","0.90104","0.91146","0.84375","0.94271","0.88021","0.90104","0.91146","0.43746","0.52766","0.97565","44.34000","2779000000.00000","15546000000.00000","8.49510","279000000.00000","240000000.00000","539604880.00000","2645000000.00000","152000000.00000","0.28169","0.76280367030682","0.94270833333333"
"BAX.N","2016-09-30","0.79159","0.50777","0.22396","0.90104","0.91146","0.84375","0.94271","0.88021","0.90104","0.91146","0.43746","0.52766","0.97565","47.60000","2834000000.00000","15795000000.00000","8.85803","128000000.00000","127000000.00000","543913370.00000","2558000000.00000","129000000.00000","0.23717","0.76280367030682","0.94270833333333"
"BAX.N","2016-06-30","0.79159","0.50777","0.22396","0.90104","0.91146","0.84375","0.94271","0.88021","0.90104","0.91146","0.43746","0.52766","0.97565","45.22000","2094000000.00000","15982000000.00000","8.47589","1218000000.00000","1212000000.00000","542362160.00000","2585000000.00000","150000000.00000","0.27657","0.76280367030682","0.94270833333333"
"BAX.N","2016-03-31","0.79159","0.50777","0.22396","0.90104","0.91146","0.84375","0.94271","0.88021","0.90104","0.91146","0.43746","0.52766","0.97565","41.08000","2068000000.00000","17350000000.00000","8.94919","3329000000.00000","3387000000.00000","551222960.00000","2375000000.00000","136000000.00000","0.24672","0.76280367030682","0.94270833333333"
"BAX.N","2015-12-31","0.84639","0.52085","0.19531","0.94531","0.94531","0.78906","0.97656","0.78906","0.96094","0.96875","0.54514","0.83099","0.97743","38.15000","3922000000.00000","20962000000.00000","8.78290","205000000.00000","183000000.00000","547655010.00000","2603000000.00000","158000000.00000","0.28850","0.82159970424667","0.9765625"
"BAX.N","2015-09-30","0.84639","0.52085","0.19531","0.94531","0.94531","0.78906","0.97656","0.78906","0.96094","0.96875","0.54514","0.83099","0.97743","32.85000","3791000000.00000","20172000000.00000","6.75909","-33000000.00000","2000000.00000","546819000.00000","2487000000.00000","140000000.00000","0.25603","0.82159970424667","0.9765625"
"BAX.N","2015-06-30","0.84639","0.52085","0.19531","0.94531","0.94531","0.78906","0.97656","0.78906","0.96094","0.96875","0.54514","0.83099","0.97743","37.99003","12054000000.00000","30015000000.00000","3.87381","108000000.00000","74000000.00000","545199640.00000","2475000000.00000","148000000.00000","0.27146","0.82159970424667","0.9765625"
"BAX.N","2015-03-31","0.84639","0.52085","0.19531","0.94531","0.94531","0.78906","0.97656","0.78906","0.96094","0.96875","0.54514","0.83099","0.97743","37.21317","7680000000.00000","24861000000.00000","2.75076","148000000.00000","134000000.00000","543850030.00000","2403000000.00000","143000000.00000","0.26294","0.82159970424667","0.9765625"
"BAX.N","2014-12-31","0.84867","0.76304","0.67742","0.95968","0.84677","0.76613","0.97581","0.80645","0.97581","0.96774","0.67124","0.68648","0.96443","39.81538","7331000000.00000","26138000000.00000","6.58766","109000000.00000","127000000.00000","542378090.00000","2789000000.00000","154000000.00000","0.28393","0.8244490574226","0.9758064516129"
"BAX.N","2014-09-30","0.84867","0.76304","0.67742","0.95968","0.84677","0.76613","0.97581","0.80645","0.97581","0.96774","0.67124","0.68648","0.96443","38.98963","7753000000.00000","25563000000.00000","4.06287","202000000.00000","175000000.00000","542227970.00000","2709000000.00000","148000000.00000","0.27295","0.8244490574226","0.9758064516129"
"BAX.N","2014-06-30","0.84867","0.76304","0.67742","0.95968","0.84677","0.76613","0.97581","0.80645","0.97581","0.96774","0.67124","0.68648","0.96443","39.27755","7528000000.00000","25629000000.00000","3.88984","602000000.00000","468000000.00000","541667640.00000","4154000000.00000","289000000.00000","0.53354","0.8244490574226","0.9758064516129"
"BAX.N","2014-03-31","0.84867","0.76304","0.67742","0.95968","0.84677","0.76613","0.97581","0.80645","0.97581","0.96774","0.67124","0.68648","0.96443","39.97292","7517000000.00000","25261000000.00000","4.01152","653000000.00000","507000000.00000","542437520.00000","3848000000.00000","278000000.00000","0.51250","0.8244490574226","0.9758064516129"
"BAX.N","2013-12-31","0.81753","0.73135","0.64516","0.95968","0.87903","0.44355","0.97581","0.70968","0.95968","0.95968","0.63454","0.87371","0.97680","37.78359","8126000000.00000","25224000000.00000","3.61669","524000000.00000","409000000.00000","543037960.00000","4322000000.00000","289000000.00000","0.53219","0.78738528750376","0.9758064516129"
"BAX.N","2013-09-30","0.81753","0.73135","0.64516","0.95968","0.87903","0.44355","0.97581","0.70968","0.95968","0.95968","0.63454","0.87371","0.97680","35.68662","8652000000.00000","25250000000.00000","2.36995","664000000.00000","528000000.00000","543049080.00000","3710000000.00000","252000000.00000","0.46405","0.78738528750376","0.9758064516129"
"BAX.N","2013-06-30","0.81753","0.73135","0.64516","0.95968","0.87903","0.44355","0.97581","0.70968","0.95968","0.95968","0.63454","0.87371","0.97680","37.63148","8624000000.00000","23751000000.00000","6.87597","743000000.00000","590000000.00000","542614070.00000","3669000000.00000","255000000.00000","0.46995","0.78738528750376","0.9758064516129"
"BAX.N","2013-03-31","0.81753","0.73135","0.64516","0.95968","0.87903","0.44355","0.97581","0.70968","0.95968","0.95968","0.63454","0.87371","0.97680","39.46226","5157000000.00000","20318000000.00000","6.12664","693000000.00000","552000000.00000","542548300.00000","3448000000.00000","246000000.00000","0.45342","0.78738528750376","0.9758064516129"
"BAX.N","2012-12-31","0.76802","0.40385","0.03968","0.96032","0.91270","0.08730","0.99206","0.81746","0.96032","0.96032","0.59908","0.65349","0.98049","36.21358","5580000000.00000","20390000000.00000","6.63111","574000000.00000","494000000.00000","546213550.00000","3753000000.00000","263000000.00000","0.48150","0.72534071808052","0.99206349206349"
"BAX.N","2012-09-30","0.76802","0.40385","0.03968","0.96032","0.91270","0.08730","0.99206","0.81746","0.96032","0.96032","0.59908","0.65349","0.98049","32.73673","5614000000.00000","19825000000.00000","6.86099","766000000.00000","583000000.00000","548608890.00000","3477000000.00000","240000000.00000","0.43747","0.72534071808052","0.99206349206349"
"BAX.N","2012-06-30","0.76802","0.40385","0.03968","0.96032","0.91270","0.08730","0.99206","0.81746","0.96032","0.96032","0.59908","0.65349","0.98049","28.87416","4432000000.00000","18446000000.00000","5.83563","817000000.00000","661000000.00000","547841710.00000","3572000000.00000","276000000.00000","0.50380","0.72534071808052","0.99206349206349"
"BAX.N","2012-03-31","0.76802","0.40385","0.03968","0.96032","0.91270","0.08730","0.99206","0.81746","0.96032","0.96032","0.59908","0.65349","0.98049","32.47596","4411000000.00000","18784000000.00000","5.98941","732000000.00000","588000000.00000","554311470.00000","3388000000.00000","236000000.00000","0.42575","0.72534071808052","0.99206349206349"
"BAX.N","2011-12-31","0.76351","0.38554","0.00758","0.93182","0.90152","0.09091","0.96212","0.87879","0.96212","0.94697","0.57860","0.75913","0.95588","26.88041","4749000000.00000","19073000000.00000","6.13580","548000000.00000","472000000.00000","560970500.00000","3594000000.00000","254000000.00000","0.45279","0.72568163890425","0.96212121212121"
"BAX.N","2011-09-30","0.76351","0.38554","0.00758","0.93182","0.90152","0.09091","0.96212","0.87879","0.96212","0.94697","0.57860","0.75913","0.95588","30.49850","4447000000.00000","17843000000.00000","7.32147","727000000.00000","578000000.00000","563138430.00000","3479000000.00000","239000000.00000","0.42441","0.72568163890425","0.96212121212121"
"BAX.N","2011-06-30","0.76351","0.38554","0.00758","0.93182","0.90152","0.09091","0.96212","0.87879","0.96212","0.94697","0.57860","0.75913","0.95588","32.42707","4378000000.00000","17741000000.00000","7.28355","803000000.00000","629000000.00000","566619120.00000","3536000000.00000","239000000.00000","0.42180","0.72568163890425","0.96212121212121"
"BAX.N","2011-03-31","0.76351","0.38554","0.00758","0.93182","0.90152","0.09091","0.96212","0.87879","0.96212","0.94697","0.57860","0.75913","0.95588","29.21098","4351000000.00000","17413000000.00000","7.30507","731000000.00000","577000000.00000","571384150.00000","3284000000.00000","214000000.00000","0.37453","0.72568163890425","0.96212121212121"
"BAX.N","2010-12-31","0.83607","0.44978","0.06349","0.97619","0.88095","0.11111","0.99206","0.88095","0.97619","0.94444","0.91207","0.74037","0.95682","27.49972","4363000000.00000","17489000000.00000","6.97738","467000000.00000","426000000.00000","580733360.00000","3498000000.00000","228000000.00000","0.39261","0.8063607683795","0.99206349206349"
"BAX.N","2010-09-30","0.83607","0.44978","0.06349","0.97619","0.88095","0.11111","0.99206","0.88095","0.97619","0.94444","0.91207","0.74037","0.95682","25.91884","4360000000.00000","17563000000.00000","6.85363","641000000.00000","524000000.00000","581589750.00000","3224000000.00000","207000000.00000","0.35592","0.8063607683795","0.99206349206349"
"BAX.N","2010-06-30","0.83607","0.44978","0.06349","0.97619","0.88095","0.11111","0.99206","0.88095","0.97619","0.94444","0.91207","0.74037","0.95682","22.07801","4119000000.00000","16487000000.00000","5.85336","670000000.00000","537000000.00000","584279380.00000","3194000000.00000","219000000.00000","0.37482","0.8063607683795","0.99206349206349"
"BAX.N","2010-03-31","0.83607","0.44978","0.06349","0.97619","0.88095","0.11111","0.99206","0.88095","0.97619","0.94444","0.91207","0.74037","0.95682","31.61762","4056000000.00000","17166000000.00000","6.47441","112000000.00000","-60000000.00000","597892700.00000","2927000000.00000","227000000.00000","0.37967","0.8063607683795","0.99206349206349"
"BAX.N","2009-12-31","0.82762","0.42290","0.01818","0.99091","0.91818","0.13636","0.99091","0.89091","0.97273","0.98182","0.90211","0.47538","0.96835","31.87838","3440000000.00000","17354000000.00000","8.07526","715000000.00000","576000000.00000","600971700.00000","3470000000.00000","246000000.00000","0.40934","0.79651357825449","0.99090909090909"
"BAX.N","2009-09-30","0.82762","0.42290","0.01818","0.99091","0.91818","0.13636","0.99091","0.89091","0.97273","0.98182","0.90211","0.47538","0.96835","30.97114","4136000000.00000","16954000000.00000","7.81039","658000000.00000","532000000.00000","603299230.00000","3145000000.00000","228000000.00000","0.37792","0.79651357825449","0.99090909090909"
"BAX.N","2009-06-30","0.82762","0.42290","0.01818","0.99091","0.91818","0.13636","0.99091","0.89091","0.97273","0.98182","0.90211","0.47538","0.96835","28.77094","3593000000.00000","15743000000.00000","7.10359","724000000.00000","589000000.00000","603216500.00000","3123000000.00000","231000000.00000","0.38295","0.79651357825449","0.99090909090909"
"BAX.N","2009-03-31","0.82762","0.42290","0.01818","0.99091","0.91818","0.13636","0.99091","0.89091","0.97273","0.98182","0.90211","0.47538","0.96835","27.82567","3675000000.00000","14953000000.00000","6.67440","637000000.00000","518000000.00000","607694980.00000","2824000000.00000","212000000.00000","0.34886","0.79651357825449","0.99090909090909"
"BAX.N","2008-12-31","0.71256","0.36149","0.01042","0.94792","0.82292","0.13542","0.73958","0.89583","0.96875","0.65625","0.82541","0.16716","0.97845","29.11320","3362000000.00000","15405000000.00000","6.79391","687000000.00000","569000000.00000","615992960.00000","3131000000.00000","219000000.00000","0.35552","0.70741202622703","0.73958333333333"
"BAX.N","2008-09-30","0.71256","0.36149","0.01042","0.94792","0.82292","0.13542","0.73958","0.89583","0.96875","0.65625","0.82541","0.16716","0.97845","35.65402","3185000000.00000","15209000000.00000","7.92994","562000000.00000","476000000.00000","622829320.00000","3151000000.00000","230000000.00000","0.36928","0.70741202622703","0.73958333333333"
"BAX.N","2008-06-30","0.71256","0.36149","0.01042","0.94792","0.82292","0.13542","0.73958","0.89583","0.96875","0.65625","0.82541","0.16716","0.97845","34.73592","3172000000.00000","15470000000.00000","8.02635","676000000.00000","548000000.00000","624692130.00000","3189000000.00000","222000000.00000","0.35538","0.70741202622703","0.73958333333333"
"BAX.N","2008-03-31","0.71256","0.36149","0.01042","0.94792","0.82292","0.13542","0.73958","0.89583","0.96875","0.65625","0.82541","0.16716","0.97845","31.41118","2731000000.00000","14972000000.00000","7.59644","537000000.00000","432000000.00000","627662510.00000","2877000000.00000","190000000.00000","0.30271","0.70741202622703","0.73958333333333"
"BAX.N","2007-12-31","0.79436","0.70274","0.61111","0.98889","0.96667","0.13333","0.87778","0.96667","0.87778","0.91111","0.88981","0.33208","0.99250","31.53613","2664000000.00000","15294000000.00000","7.52954","594000000.00000","478000000.00000","633637880.00000","3009000000.00000","221000000.00000","0.34878","0.77847137938967","0.87777777777778"
"BAX.N","2007-09-30","0.79436","0.70274","0.61111","0.98889","0.96667","0.13333","0.87778","0.96667","0.87778","0.91111","0.88981","0.33208","0.99250","30.57456","2024000000.00000","14147000000.00000","6.60435","483000000.00000","395000000.00000","633825100.00000","2750000000.00000","168000000.00000","0.26506","0.77847137938967","0.87777777777778"
"BAX.N","2007-06-30","0.79436","0.70274","0.61111","0.98889","0.96667","0.13333","0.87778","0.96667","0.87778","0.91111","0.88981","0.33208","0.99250","30.60716","2051000000.00000","14659000000.00000","7.12422","508000000.00000","431000000.00000","647229060.00000","2829000000.00000","166000000.00000","0.25648","0.77847137938967","0.87777777777778"
"BAX.N","2007-03-31","0.79436","0.70274","0.61111","0.98889","0.96667","0.13333","0.87778","0.96667","0.87778","0.91111","0.88981","0.33208","0.99250","28.61340","2124000000.00000","14483000000.00000","6.94976","529000000.00000","403000000.00000","650957470.00000","2675000000.00000","159000000.00000","0.24426","0.77847137938967","0.87777777777778"
"BCR.N","2016-12-31","0.52096","0.56845","0.61594","0.89855","0.65942","0.33333","0.19565","0.82609","0.81884","0.86232","0.05423","0.92942","0.81352","47.47530","1641700000.00000","5306100000.00000","-8.16744","200900000.00000","159600000.00000","72899250.00000","967100000.00000","79000000.00000","1.08369","0.58292103638621","0.19565217391304"
"BCR.N","2016-09-30","0.43075","0.52266","0.61458","0.66667","0.75521","0.46875","0.34896","0.23958","0.57292","0.21354","0.35568","0.09290","0.30547","224.66000","1641200000.00000","5310700000.00000","-8.11682","112200000.00000","96400000.00000","73526320.00000","941900000.00000","74200000.00000","1.00916","0.44632447336521","0.34895833333333"
"BCR.N","2016-06-30","0.43075","0.52266","0.61458","0.66667","0.75521","0.46875","0.34896","0.23958","0.57292","0.21354","0.35568","0.09290","0.30547","224.28000","1640500000.00000","5258200000.00000","-9.90135","207700000.00000","159200000.00000","73454620.00000","931500000.00000","71300000.00000","0.97067","0.44632447336521","0.34895833333333"
"BCR.N","2016-03-31","0.43075","0.52266","0.61458","0.66667","0.75521","0.46875","0.34896","0.23958","0.57292","0.21354","0.35568","0.09290","0.30547","235.16000","1144500000.00000","5176900000.00000","-12.48931","142900000.00000","116200000.00000","73318690.00000","873500000.00000","68300000.00000","0.93155","0.44632447336521","0.34895833333333"
"BCR.N","2015-12-31","0.43075","0.52266","0.61458","0.66667","0.75521","0.46875","0.34896","0.23958","0.57292","0.21354","0.35568","0.09290","0.30547","202.67000","1144100000.00000","4844000000.00000","-9.55801","158000000.00000","136300000.00000","73697370.00000","870800000.00000","69400000.00000","0.94169","0.44632447336521","0.34895833333333"
"BCR.N","2015-09-30","0.53871","0.37483","0.21094","0.57031","0.61719","0.46094","0.78906","0.50781","0.57031","0.40625","0.47091","0.11585","0.67703","189.44000","1147700000.00000","4972400000.00000","-9.10997","-52400000.00000","-86000000.00000","73886090.00000","865700000.00000","65200000.00000","0.88244","0.49102763088372","0.7890625"
"BCR.N","2015-06-30","0.53871","0.37483","0.21094","0.57031","0.61719","0.46094","0.78906","0.50781","0.57031","0.40625","0.47091","0.11585","0.67703","186.31000","1147500000.00000","4967500000.00000","-5.56745","59200000.00000","-54700000.00000","74199140.00000","859800000.00000","64000000.00000","0.86254","0.49102763088372","0.7890625"
"BCR.N","2015-03-31","0.53871","0.37483","0.21094","0.57031","0.61719","0.46094","0.78906","0.50781","0.57031","0.40625","0.47091","0.11585","0.67703","170.70000","1147400000.00000","5056700000.00000","-4.77603","184600000.00000","139800000.00000","74245740.00000","819700000.00000","60600000.00000","0.81621","0.49102763088372","0.7890625"
"BCR.N","2014-12-31","0.53871","0.37483","0.21094","0.57031","0.61719","0.46094","0.78906","0.50781","0.57031","0.40625","0.47091","0.11585","0.67703","167.35000","1401900000.00000","5092600000.00000","-4.54245","174700000.00000","134200000.00000","74893480.00000","867200000.00000","79200000.00000","1.05750","0.49102763088372","0.7890625"
"BCR.N","2014-09-30","0.46059","0.27465","0.08871","0.55645","0.63710","0.45161","0.28226","0.23387","0.63710","0.20968","0.52896","0.59705","0.21392","166.62000","1402800000.00000","5113700000.00000","-4.69033","180300000.00000","131300000.00000","74898740.00000","830000000.00000","73100000.00000","0.97598","0.49456111532601","0.28225806451613"
"BCR.N","2014-06-30","0.46059","0.27465","0.08871","0.55645","0.63710","0.45161","0.28226","0.23387","0.63710","0.20968","0.52896","0.59705","0.21392","142.71000","1404100000.00000","5118300000.00000","-7.18420","-92800000.00000","-119400000.00000","74635980.00000","827100000.00000","85400000.00000","1.14422","0.49456111532601","0.28225806451613"
"BCR.N","2014-03-31","0.46059","0.27465","0.08871","0.55645","0.63710","0.45161","0.28226","0.23387","0.63710","0.20968","0.52896","0.59705","0.21392","143.01000","1404800000.00000","4877900000.00000","-2.41945","183600000.00000","148400000.00000","76257060.00000","799300000.00000","64300000.00000","0.84320","0.49456111532601","0.28225806451613"
"BCR.N","2013-12-31","0.46059","0.27465","0.08871","0.55645","0.63710","0.45161","0.28226","0.23387","0.63710","0.20968","0.52896","0.59705","0.21392","147.98000","1405700000.00000","5041100000.00000","-2.27542","1102700000.00000","667500000.00000","77436260.00000","791300000.00000","68700000.00000","0.88718","0.49456111532601","0.28225806451613"
"BCR.N","2013-09-30","0.46452","0.36936","0.27419","0.53226","0.60484","0.44355","0.28226","0.26613","0.66935","0.21774","0.63351","0.40773","0.21701","133.94000","1406500000.00000","4165000000.00000","-3.95300","119000000.00000","93200000.00000","77890300.00000","758000000.00000","66500000.00000","0.85376","0.49923590986112","0.28225806451613"
"BCR.N","2013-06-30","0.46452","0.36936","0.27419","0.53226","0.60484","0.44355","0.28226","0.26613","0.66935","0.21774","0.63351","0.40773","0.21701","115.20000","1406600000.00000","4227600000.00000","-2.81984","-135900000.00000","-161600000.00000","79153470.00000","759900000.00000","65200000.00000","0.82372","0.49923590986112","0.28225806451613"
"BCR.N","2013-03-31","0.46452","0.36936","0.27419","0.53226","0.60484","0.44355","0.28226","0.26613","0.66935","0.21774","0.63351","0.40773","0.21701","108.68000","1408600000.00000","4077100000.00000","1.01762","127600000.00000","90700000.00000","80481860.00000","740300000.00000","58900000.00000","0.73184","0.49923590986112","0.28225806451613"
"BCR.N","2012-12-31","0.46452","0.36936","0.27419","0.53226","0.60484","0.44355","0.28226","0.26613","0.66935","0.21774","0.63351","0.40773","0.21701","100.78000","1409600000.00000","4151300000.00000","1.09551","177300000.00000","128200000.00000","81697410.00000","762600000.00000","50800000.00000","0.62181","0.49923590986112","0.28225806451613"
"BCR.N","2012-09-30","0.48181","0.34408","0.20635","0.61905","0.65873","0.44444","0.29365","0.30159","0.70635","0.24603","0.68532","0.13706","0.25975","97.74000","911400000.00000","3932500000.00000","2.47473","178200000.00000","129300000.00000","82311960.00000","722900000.00000","49800000.00000","0.60502","0.51765139662984","0.29365079365079"
"BCR.N","2012-06-30","0.48181","0.34408","0.20635","0.61905","0.65873","0.44444","0.29365","0.30159","0.70635","0.24603","0.68532","0.13706","0.25975","104.65000","910400000.00000","3916600000.00000","2.41085","185500000.00000","133900000.00000","83829210.00000","742600000.00000","49700000.00000","0.59287","0.51765139662984","0.29365079365079"
"BCR.N","2012-03-31","0.48181","0.34408","0.20635","0.61905","0.65873","0.44444","0.29365","0.30159","0.70635","0.24603","0.68532","0.13706","0.25975","107.44000","908700000.00000","3954000000.00000","1.45840","191400000.00000","138700000.00000","83927710.00000","730000000.00000","47800000.00000","0.56954","0.51765139662984","0.29365079365079"
"BCR.N","2011-12-31","0.48181","0.34408","0.20635","0.61905","0.65873","0.44444","0.29365","0.30159","0.70635","0.24603","0.68532","0.13706","0.25975","98.72000","908700000.00000","3931400000.00000","0.03785","142000000.00000","113800000.00000","84543340.00000","751900000.00000","43600000.00000","0.51571","0.51765139662984","0.29365079365079"
"BCR.N","2011-09-30","0.41431","0.33973","0.26515","0.17424","0.26515","0.48485","0.40152","0.34848","0.64394","0.22727","0.65061","0.34331","0.33316","85.50000","908900000.00000","3539300000.00000","8.44462","182100000.00000","130100000.00000","85782430.00000","719200000.00000","46400000.00000","0.54090","0.41674249375821","0.40151515151515"
"BCR.N","2011-06-30","0.41431","0.33973","0.26515","0.17424","0.26515","0.48485","0.40152","0.34848","0.64394","0.22727","0.65061","0.34331","0.33316","87.54000","901100000.00000","3503200000.00000","8.55893","2700000.00000","-47800000.00000","86646310.00000","725000000.00000","46900000.00000","0.54128","0.41674249375821","0.40151515151515"
"BCR.N","2011-03-31","0.41431","0.33973","0.26515","0.17424","0.26515","0.48485","0.40152","0.34848","0.64394","0.22727","0.65061","0.34331","0.33316","109.86000","895300000.00000","3288300000.00000","8.32873","184000000.00000","131900000.00000","85655350.00000","700300000.00000","45000000.00000","0.52536","0.41674249375821","0.40151515151515"
"BCR.N","2010-12-31","0.41431","0.33973","0.26515","0.17424","0.26515","0.48485","0.40152","0.34848","0.64394","0.22727","0.65061","0.34331","0.33316","99.31000","896900000.00000","3171500000.00000","5.69353","176800000.00000","136200000.00000","84973590.00000","717100000.00000","50100000.00000","0.58959","0.41674249375821","0.40151515151515"
"BCR.N","2010-09-30","0.42736","0.30098","0.17460","0.17460","0.27778","0.52381","0.35714","0.36508","0.69048","0.23810","0.73309","0.45109","0.01925","91.77000","149800000.00000","3159600000.00000","11.61861","183200000.00000","127500000.00000","92902650.00000","678400000.00000","47500000.00000","0.51129","0.4407405146126","0.35714285714286"
"BCR.N","2010-06-30","0.42736","0.30098","0.17460","0.17460","0.27778","0.52381","0.35714","0.36508","0.69048","0.23810","0.73309","0.45109","0.01925","81.43000","149800000.00000","2856900000.00000","12.68902","182700000.00000","124700000.00000","93647860.00000","673900000.00000","44600000.00000","0.47625","0.4407405146126","0.35714285714286"
"BCR.N","2010-03-31","0.42736","0.30098","0.17460","0.17460","0.27778","0.52381","0.35714","0.36508","0.69048","0.23810","0.73309","0.45109","0.01925","77.53000","149800000.00000","2922200000.00000","13.91104","175000000.00000","121200000.00000","95097100.00000","650800000.00000","40600000.00000","0.42693","0.4407405146126","0.35714285714286"
"BCR.N","2009-12-31","0.42736","0.30098","0.17460","0.17460","0.27778","0.52381","0.35714","0.36508","0.69048","0.23810","0.73309","0.45109","0.01925","86.62000","149800000.00000","2906900000.00000","13.34277","163400000.00000","105800000.00000","95917100.00000","676900000.00000","45100000.00000","0.47020","0.4407405146126","0.35714285714286"
